date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2021-04-14,11.8,3.3,18.3,0.0,345.0,11.5,1021.9
2021-04-15,14.2,5.6,22.2,0.0,341.0,9.5,1019.6
2021-04-16,15.6,7.2,24.4,0.0,346.0,9.2,1022.3
2021-04-17,16.0,7.8,25.0,0.0,352.0,4.4,1022.4
2021-04-18,17.1,7.8,26.1,0.0,343.0,5.8,1020.8
2021-04-19,15.7,8.3,22.8,0.0,355.0,6.0,1022.9
2021-04-20,15.3,8.3,21.7,0.0,346.0,7.7,1021.9
2021-04-21,14.9,7.2,21.7,0.0,351.0,6.8,1017.4
2021-04-22,12.8,10.0,16.7,0.0,195.0,9.6,1014.3
2021-04-23,11.6,7.2,16.1,0.0,191.0,9.5,1014.5
2021-04-24,9.6,8.9,10.0,10.4,168.0,7.6,1009.4
2021-04-25,11.3,8.9,16.1,2.2,194.0,7.5,1007.4
2021-04-26,11.4,8.3,15.0,0.0,20.0,5.2,1013.0
2021-04-27,12.0,7.2,16.7,0.0,253.0,5.9,1021.5
2021-04-28,13.6,8.9,18.9,0.0,357.0,6.3,1025.8
2021-04-29,16.4,10.0,23.9,0.0,283.0,10.1,1023.7
2021-04-30,14.8,11.7,18.9,1.6,185.0,12.9,1022.2
2021-05-01,12.2,9.4,15.0,0.2,252.0,6.8,1020.7
2021-05-02,12.0,8.3,16.7,0.5,356.0,2.8,1023.5
2021-05-03,11.4,8.3,14.4,4.4,167.0,5.6,1022.7
2021-05-04,13.2,10.6,17.2,3.8,343.0,9.4,1024.0
2021-05-05,13.9,6.1,20.6,0.0,343.0,12.1,1017.1
2021-05-06,14.4,10.6,18.9,0.7,184.0,11.3,1014.1
2021-05-07,10.3,8.3,13.3,0.3,168.0,12.4,1023.7
2021-05-08,11.2,8.3,15.0,0.0,197.0,10.6,1028.4
2021-05-09,13.1,10.0,17.8,0.0,355.0,8.4,1025.6
2021-05-10,12.9,6.1,18.9,0.0,345.0,8.8,1025.0
2021-05-11,14.6,7.8,20.6,0.0,335.0,9.4,1023.0
2021-05-12,16.2,12.8,20.6,0.0,342.0,12.6,1021.0
2021-05-13,16.4,11.1,22.2,0.0,343.0,12.0,1022.1
2021-05-14,16.7,9.4,23.3,0.0,344.0,9.7,1020.1
2021-05-15,16.6,9.4,22.8,0.0,348.0,7.8,1018.8
2021-05-16,17.8,10.0,25.0,0.0,354.0,7.2,1014.8
2021-05-17,13.5,11.7,17.2,2.8,180.0,13.0,1014.2
2021-05-18,11.9,8.9,16.7,5.8,185.0,14.8,1019.6
2021-05-19,11.1,7.8,15.0,0.3,352.0,7.9,1019.8
2021-05-20,11.6,8.3,17.2,0.0,153.0,7.0,1020.0
2021-05-21,12.6,7.8,17.8,0.0,348.0,5.7,1022.7
2021-05-22,12.6,8.9,16.7,0.0,211.0,4.6,1020.8
2021-05-23,13.8,11.7,17.8,0.0,186.0,11.9,1018.6
2021-05-24,13.6,10.6,16.7,3.3,182.0,10.6,1018.2
2021-05-25,14.7,12.2,17.8,0.0,202.0,9.9,1019.7
2021-05-26,14.8,11.7,18.3,0.0,201.0,7.6,1020.2
2021-05-27,13.1,11.7,16.1,13.4,179.0,14.9,1015.0
2021-05-28,13.3,10.6,17.8,0.0,232.0,10.9,1024.4
2021-05-29,15.0,8.3,22.2,0.0,337.0,12.9,1021.1
2021-05-30,16.8,10.6,22.2,0.0,344.0,8.7,1020.9
2021-05-31,18.8,11.7,26.1,0.0,342.0,9.8,1021.9
2021-06-01,22.2,14.4,30.0,0.0,343.0,11.8,1016.6
2021-06-02,23.1,15.6,30.0,0.0,328.0,9.7,1013.0
2021-06-03,20.1,15.0,25.6,0.0,223.0,8.0,1015.0
2021-06-04,16.4,11.7,21.1,0.0,201.0,10.4,1017.9
2021-06-05,15.4,12.2,18.9,0.6,190.0,18.4,1016.2
2021-06-06,11.6,10.6,13.9,9.4,179.0,11.5,1015.0
2021-06-07,12.3,7.8,17.2,5.8,304.0,6.8,1013.9
2021-06-08,14.3,8.9,19.4,0.4,355.0,5.0,1015.7
2021-06-09,15.0,9.4,20.0,0.0,231.0,7.5,1020.1
2021-06-10,15.2,11.1,18.9,0.0,193.0,9.1,1020.8
2021-06-11,13.9,12.8,15.6,4.4,330.0,4.4,1014.5
2021-06-12,17.8,12.2,22.8,3.5,342.0,6.6,1014.2
2021-06-13,16.7,15.6,18.3,14.0,316.0,5.0,1012.4
2021-06-14,16.7,15.0,18.9,1.1,86.0,4.2,1016.3
2021-06-15,16.8,13.3,20.0,0.0,180.0,10.3,1022.1
2021-06-16,17.4,13.3,22.2,0.0,341.0,10.0,1026.6
2021-06-17,18.8,11.1,25.6,0.0,344.0,7.8,1021.7
2021-06-18,18.5,14.4,23.3,0.0,343.0,13.4,1019.4
2021-06-19,18.9,12.8,25.0,0.0,347.0,10.2,1018.6
2021-06-20,21.5,15.6,27.2,0.0,338.0,17.4,1015.5
2021-06-21,24.3,16.1,31.7,0.0,346.0,8.2,1011.4
2021-06-22,22.1,17.2,26.1,0.0,186.0,8.8,1010.9
2021-06-23,19.5,14.4,26.1,0.0,201.0,8.7,1013.9
2021-06-24,21.6,15.0,27.8,0.0,345.0,9.3,1017.4
2021-06-25,24.7,18.9,30.6,0.0,340.0,10.1,1016.4
2021-06-26,28.8,20.0,38.3,0.0,348.0,8.7,1014.6
2021-06-27,30.7,22.2,39.4,0.0,344.0,10.9,1010.9
2021-06-28,33.2,23.3,42.8,0.0,337.0,12.0,1006.1
2021-06-29,24.5,18.9,30.6,0.0,190.0,13.3,1008.3
2021-06-30,20.2,17.8,23.9,0.0,192.0,12.1,1012.6
2021-07-01,20.1,17.2,23.3,0.0,322.0,5.7,1015.6
2021-07-02,20.9,16.7,26.1,0.0,300.0,8.2,1016.4
2021-07-03,22.5,16.1,28.3,0.0,342.0,7.4,1015.1
2021-07-04,20.8,15.6,26.1,0.0,194.0,8.4,1015.7
2021-07-05,18.7,15.0,23.9,0.0,190.0,7.5,1018.0
2021-07-06,20.6,15.0,27.8,0.0,304.0,8.5,1016.3
2021-07-07,18.6,15.6,22.2,0.0,214.0,11.3,1016.5
2021-07-08,17.7,13.3,23.3,0.0,216.0,5.6,1017.5
2021-07-09,20.6,13.9,27.2,0.0,344.0,8.6,1019.2
2021-07-10,21.1,16.1,26.7,0.0,338.0,10.1,1020.9
2021-07-11,20.9,14.4,27.2,0.0,342.0,10.9,1020.3
2021-07-12,21.8,14.4,27.8,0.0,350.0,8.6,1018.0
2021-07-13,20.6,13.9,28.3,0.0,257.0,8.9,1018.0
2021-07-14,18.7,13.9,23.9,0.0,207.0,9.2,1016.9
2021-07-15,17.1,13.9,21.7,0.0,202.0,8.4,1017.6
2021-07-16,17.7,14.4,21.7,0.0,190.0,10.7,1017.9
2021-07-17,19.6,15.0,25.0,0.0,286.0,11.1,1018.7
2021-07-18,20.6,14.4,26.7,0.0,341.0,10.7,1020.4
2021-07-19,21.5,13.9,28.3,0.0,336.0,7.9,1019.5
2021-07-20,18.1,15.6,21.7,0.1,266.0,7.0,1021.0
2021-07-21,17.9,15.0,22.8,0.0,1.0,7.4,1020.6
2021-07-22,19.5,15.0,24.4,0.0,349.0,9.3,1021.7
2021-07-23,19.7,12.2,26.1,0.0,349.0,9.5,1024.0
2021-07-24,22.4,17.2,28.3,0.0,343.0,12.8,1021.0
2021-07-25,22.5,16.7,28.3,0.0,342.0,12.5,1017.8
2021-07-26,21.9,16.7,27.8,0.0,343.0,14.8,1015.9
2021-07-27,22.8,17.2,28.3,0.0,351.0,9.2,1017.3
2021-07-28,23.2,16.1,30.6,0.0,342.0,9.3,1019.3
2021-07-29,23.9,15.0,32.2,0.0,343.0,11.4,1017.4
2021-07-30,25.6,17.8,32.8,0.0,341.0,11.3,1015.3
2021-07-31,23.3,21.1,25.6,0.0,337.0,8.6,1016.4
2021-08-01,22.8,18.9,27.8,0.0,295.0,7.3,1018.3
2021-08-02,22.6,16.7,29.4,0.0,326.0,11.5,1019.9
2021-08-03,23.2,18.9,28.3,0.0,341.0,11.1,1018.1
2021-08-04,23.6,16.1,31.1,0.0,341.0,10.5,1015.5
2021-08-05,22.6,16.7,28.9,0.0,203.0,9.2,1014.4
2021-08-06,21.0,18.3,25.6,1.0,209.0,10.7,1017.1
2021-08-07,19.9,16.7,24.4,0.0,189.0,14.4,1013.9
2021-08-08,18.2,13.3,23.3,1.1,183.0,7.4,1017.4
2021-08-09,19.5,13.3,26.1,0.0,335.0,10.5,1020.0
2021-08-10,22.9,17.8,28.9,0.0,345.0,11.4,1019.2
2021-08-11,25.0,17.2,32.8,0.0,342.0,10.2,1016.6
2021-08-12,26.6,21.1,33.9,0.0,343.0,11.5,1014.9
2021-08-13,26.3,20.0,33.3,0.0,356.0,4.8,1015.7
2021-08-14,23.9,18.3,30.0,0.0,182.0,8.0,1018.7
2021-08-15,22.7,17.2,28.3,0.0,224.0,6.8,1017.3
2021-08-16,19.7,16.1,23.9,0.0,200.0,10.7,1013.2
2021-08-17,16.5,13.9,20.6,0.0,151.0,6.7,1015.6
2021-08-18,18.8,12.2,25.6,0.0,9.0,7.1,1019.5
2021-08-19,20.3,14.4,26.1,0.0,226.0,8.9,1018.1
2021-08-20,16.7,15.0,18.9,0.0,202.0,9.0,1015.2
2021-08-21,17.3,14.4,20.6,0.0,331.0,4.4,1011.4
2021-08-22,17.4,15.6,20.0,0.0,194.0,12.6,1011.9
2021-08-23,16.9,12.8,21.7,0.0,274.0,9.9,1016.4
2021-08-24,17.9,10.0,25.0,0.0,343.0,8.3,1016.4
2021-08-25,18.3,11.7,25.0,0.0,198.0,8.5,1016.5
2021-08-26,18.0,15.6,21.7,2.2,172.0,10.0,1018.5
2021-08-27,17.1,14.4,20.6,0.8,39.0,7.6,1020.6
2021-08-28,18.0,10.6,25.0,0.0,349.0,9.4,1019.9
2021-08-29,19.4,11.7,25.6,0.0,344.0,10.1,1014.9
2021-08-30,15.6,12.2,17.8,0.0,236.0,11.1,1014.4
2021-08-31,15.3,12.8,19.4,0.0,81.0,9.0,1015.6
2021-09-01,15.1,7.8,21.7,0.0,346.0,8.7,1017.1
2021-09-02,17.2,10.0,25.0,0.0,342.0,6.7,1018.3
2021-09-03,18.3,10.6,26.1,0.0,352.0,6.5,1017.5
2021-09-04,19.1,11.7,26.7,0.0,186.0,7.0,1015.4
2021-09-05,21.5,18.9,26.7,0.0,275.0,7.2,1016.1
2021-09-06,19.4,16.7,23.3,0.0,328.0,8.2,1020.0
2021-09-07,19.4,12.2,26.7,0.0,341.0,10.5,1016.8
2021-09-08,21.9,18.3,27.2,2.1,287.0,9.5,1015.4
2021-09-09,20.6,14.4,27.2,0.0,198.0,5.9,1013.0
2021-09-10,17.7,16.1,18.9,0.0,170.0,6.7,1016.2
2021-09-11,18.1,15.0,22.2,0.0,208.0,10.0,1021.7
2021-09-12,16.7,13.9,18.9,3.0,352.0,6.0,1020.3
2021-09-13,16.7,13.9,20.6,0.0,346.0,6.4,1022.6
2021-09-14,16.0,10.0,21.1,0.0,160.0,6.3,1018.2
2021-09-15,15.6,13.3,17.8,3.6,354.0,8.2,1018.3
2021-09-16,14.2,7.8,19.4,0.0,350.0,5.7,1019.1
2021-09-17,15.3,12.8,21.7,8.1,157.0,8.8,1007.4
2021-09-18,14.0,12.2,17.8,21.9,163.0,10.1,1006.6
2021-09-19,14.6,11.7,18.3,1.7,177.0,10.8,1015.9
2021-09-20,16.0,12.8,20.6,0.0,45.0,7.5,1027.6
2021-09-21,16.1,9.4,24.4,0.0,350.0,4.9,1021.6
2021-09-22,15.8,12.8,18.9,0.0,4.0,3.3,1021.1
2021-09-23,16.5,12.8,21.1,0.0,345.0,8.8,1025.7
2021-09-24,17.0,12.2,23.9,0.0,339.0,12.3,1017.9
2021-09-25,18.3,11.7,26.1,0.0,178.0,5.4,1011.4
2021-09-26,14.9,12.8,18.3,7.8,161.0,8.7,1009.7
2021-09-27,14.3,11.7,16.7,7.4,158.0,8.6,1008.9
2021-09-28,13.7,11.1,17.2,1.3,178.0,13.0,1015.9
2021-09-29,13.8,11.7,16.1,0.0,137.0,5.5,1019.3
2021-09-30,14.2,13.3,16.7,8.1,145.0,6.3,1021.0
2021-10-01,13.6,10.6,17.2,0.0,349.0,9.2,1026.5
2021-10-02,13.5,8.3,20.0,0.0,166.0,4.2,1022.9
2021-10-03,13.4,12.8,13.9,0.0,20.0,6.6,1020.7
2021-10-04,13.3,11.7,16.1,0.0,351.0,7.8,1014.1
2021-10-05,11.5,8.9,13.3,4.1,130.0,6.1,1011.5
2021-10-06,10.7,8.3,13.9,1.1,150.0,5.3,1019.1
2021-10-07,10.1,6.7,14.4,0.0,346.0,5.9,1020.8
2021-10-08,8.4,4.4,14.4,0.0,35.0,4.0,1017.9
2021-10-09,10.6,5.6,15.0,1.7,164.0,9.8,1022.0
2021-10-10,10.6,7.2,13.3,4.0,146.0,6.7,1020.7
2021-10-11,8.0,5.0,12.2,1.2,10.0,4.2,1025.2
2021-10-12,6.5,2.2,11.1,3.3,152.0,5.5,1021.1
2021-10-13,9.3,7.2,12.2,0.2,168.0,5.7,1018.7
2021-10-14,11.4,8.3,16.1,1.1,169.0,9.0,1021.9
2021-10-15,13.2,11.1,16.7,0.8,141.0,4.9,1021.2
2021-10-16,15.3,12.8,20.0,0.0,169.0,8.8,1015.1
2021-10-17,12.4,10.6,14.4,0.0,285.0,8.0,1007.2
2021-10-18,11.6,10.6,13.3,0.0,355.0,4.5,1014.8
2021-10-19,11.4,6.7,16.1,0.0,354.0,1.8,1010.5
2021-10-20,12.6,11.1,16.7,7.4,174.0,10.8,1010.1
2021-10-21,15.3,8.9,21.1,7.9,114.0,10.0,1010.2
2021-10-22,12.2,10.0,14.4,4.1,63.0,4.0,1008.8
2021-10-23,10.9,8.9,13.3,8.0,45.0,3.1,1005.0
2021-10-24,12.8,9.4,15.6,7.2,145.0,12.2,988.4
2021-10-25,13.2,10.6,15.0,5.7,167.0,22.2,996.3
2021-10-26,11.0,9.4,13.9,11.5,159.0,10.8,1007.3
2021-10-27,10.9,9.4,13.3,1.7,176.0,12.3,1022.0
2021-10-28,12.6,8.9,16.1,32.1,319.0,7.8,1016.0
2021-10-29,9.7,7.8,11.1,13.7,352.0,8.9,1020.2
2021-10-30,7.7,4.4,12.8,0.0,355.0,16.2,1021.4
2021-10-31,8.0,2.2,15.6,0.0,352.0,4.9,1016.7
2021-11-01,8.7,4.4,15.0,2.4,333.0,5.4,1014.5
2021-11-02,9.0,7.2,11.1,3.1,138.0,4.2,1021.4
2021-11-03,12.1,8.3,15.6,6.1,338.0,5.8,1015.5
2021-11-04,12.0,9.4,15.0,12.0,162.0,9.2,1007.2
2021-11-05,9.3,6.7,11.7,4.2,163.0,8.7,1014.0
2021-11-06,7.3,6.1,9.4,11.8,166.0,10.8,1013.3
2021-11-07,6.6,5.6,9.4,11.3,158.0,9.9,1018.5
2021-11-08,9.1,3.3,13.9,0.0,118.0,8.6,1013.9
2021-11-09,9.1,7.2,13.3,9.0,174.0,13.8,1010.2
2021-11-10,8.7,5.6,12.2,0.3,143.0,5.6,1024.9
2021-11-11,10.1,7.8,11.7,27.9,138.0,6.4,1019.7
2021-11-12,12.9,10.0,15.0,23.2,162.0,9.1,1021.3
2021-11-13,9.1,7.8,10.6,11.0,16.0,5.0,1023.6
2021-11-14,15.3,11.1,17.8,13.0,179.0,22.2,1013.7
2021-11-15,12.9,6.7,17.8,9.1,187.0,21.0,1008.5
2021-11-16,6.3,1.7,10.0,0.0,162.0,6.9,1028.5
2021-11-17,5.2,0.6,11.7,0.0,354.0,4.6,1025.8
2021-11-18,7.4,6.1,9.4,0.0,344.0,6.2,1013.4
2021-11-19,6.8,5.6,8.3,0.8,8.0,7.3,1022.0
2021-11-20,6.3,3.9,9.4,0.0,0.0,1.5,1033.3
2021-11-21,4.4,2.2,8.9,0.0,359.0,3.0,1028.7
2021-11-22,4.7,0.6,8.3,1.9,167.0,8.5,1018.2
2021-11-23,7.1,5.6,9.4,9.6,52.0,3.6,1018.0
2021-11-24,6.1,2.2,8.9,1.4,23.0,2.8,1029.4
2021-11-25,7.5,6.1,8.9,18.2,160.0,6.0,1023.6
2021-11-26,10.0,7.8,12.8,6.5,183.0,8.9,1022.3
2021-11-27,10.8,8.9,15.6,9.3,136.0,5.9,1017.8
2021-11-28,14.6,12.8,16.7,7.5,172.0,13.1,1019.1
2021-11-29,12.9,11.7,15.0,0.0,172.0,7.1,1023.4
2021-11-30,12.5,11.1,13.3,5.5,173.0,12.5,1022.9
2021-12-01,13.8,12.8,15.0,0.0,167.0,13.5,1021.3
2021-12-02,8.9,6.1,12.8,2.0,347.0,7.0,1025.9
2021-12-03,4.8,3.9,6.1,0.0,9.0,7.9,1025.7
2021-12-04,4.6,2.2,6.1,9.6,20.0,3.9,1021.1
2021-12-05,3.2,0.6,6.1,0.3,358.0,3.4,1032.8
2021-12-06,5.1,3.3,7.2,0.7,53.0,3.3,1018.6
2021-12-07,8.4,6.7,10.0,1.3,19.0,3.6,1015.4
2021-12-08,7.0,4.4,10.0,2.5,182.0,10.7,1013.4
2021-12-09,4.7,2.8,6.1,0.0,171.0,9.5,1014.3
2021-12-10,6.2,3.3,8.9,6.0,167.0,12.6,1016.2
2021-12-11,7.0,4.4,9.4,18.8,175.0,17.6,1000.9
2021-12-12,4.2,2.8,5.6,11.4,167.0,9.5,1002.6
2021-12-13,4.8,2.8,5.6,6.0,22.0,7.1,998.0
2021-12-14,3.1,0.6,5.0,1.9,146.0,7.5,1008.5
2021-12-15,4.8,2.8,6.7,1.6,138.0,7.5,1008.2
2021-12-16,4.8,3.3,7.2,0.1,58.0,4.6,1015.7
2021-12-17,4.1,1.7,7.2,1.4,122.0,5.2,1025.7
2021-12-18,5.8,2.8,10.6,14.9,167.0,12.1,1012.9
2021-12-19,5.2,3.3,7.8,0.0,1.0,7.1,1015.2
2021-12-20,3.0,2.2,3.9,6.4,357.0,11.5,1018.7
2021-12-21,3.0,1.7,3.9,4.2,24.0,7.8,1018.3
2021-12-22,7.9,4.4,10.0,10.5,157.0,9.3,1003.6
2021-12-23,5.7,4.4,7.2,7.6,188.0,15.1,997.0
2021-12-24,4.3,2.8,5.6,12.2,161.0,11.8,992.5
2021-12-25,2.4,0.6,3.3,6.2,170.0,13.2,997.4
2021-12-26,-2.5,-5.0,0.6,15.0,23.0,14.2,998.9
2021-12-27,-5.7,-7.2,-4.4,0.4,31.0,7.4,1010.7
2021-12-28,-2.4,-4.4,-1.1,0.2,11.0,7.5,1010.0
2021-12-29,-2.3,-3.9,-1.1,0.5,27.0,7.7,1012.9
2021-12-30,0.3,-2.2,1.7,8.0,40.0,8.0,1005.5
2021-12-31,-1.6,-5.6,1.1,0.0,11.0,5.1,1017.1
2022-01-01,-2.1,-6.7,1.1,0.0,164.0,7.1,1023.7
2022-01-02,1.5,-1.1,4.4,14.8,164.0,7.1,1009.3
2022-01-03,2.5,1.1,5.6,13.7,146.0,9.3,1001.0
2022-01-04,3.5,2.2,5.6,3.1,153.0,7.7,1014.7
2022-01-05,3.2,2.2,4.4,8.3,356.0,3.0,1020.3
2022-01-06,7.8,2.8,11.1,30.2,160.0,11.3,1003.8
2022-01-07,6.9,4.4,8.9,8.7,186.0,14.1,1000.8
2022-01-08,5.1,1.7,7.8,0.0,173.0,7.1,1023.0
2022-01-09,3.6,-0.6,9.4,0.0,5.0,1.7,1026.2
2022-01-10,5.0,1.1,8.9,3.0,34.0,6.2,1027.3
2022-01-11,9.9,7.8,11.7,32.5,139.0,5.9,1022.6
2022-01-12,11.0,7.2,13.3,5.2,71.0,3.2,1019.9
2022-01-13,8.4,3.0,12.8,10.8,5.0,3.6,1022.7
2022-01-14,6.3,3.2,11.1,0.0,2.0,2.6,1031.6
2022-01-15,5.3,3.9,6.7,0.0,357.0,3.2,1028.3
2022-01-16,5.3,4.4,6.7,0.0,344.0,4.1,1024.1
2022-01-17,6.9,4.4,10.0,0.8,150.0,6.1,1017.5
2022-01-18,8.4,7.8,8.9,0.7,174.0,7.9,1020.2
2022-01-19,8.1,6.1,10.0,2.5,16.0,2.9,1025.6
2022-01-20,9.7,5.6,11.7,8.4,180.0,12.6,1025.2
2022-01-21,6.3,2.2,9.4,0.0,356.0,2.3,1037.1
2022-01-22,3.1,1.7,6.1,0.0,7.0,3.6,1034.5
2022-01-23,2.6,2.2,3.3,0.0,23.0,3.6,1029.6
2022-01-24,2.7,2.2,4.4,0.0,24.0,4.4,1026.8
2022-01-25,2.8,1.1,5.6,0.0,1.0,3.2,1027.0
2022-01-26,1.7,0.6,3.9,0.0,4.0,7.2,1026.6
2022-01-27,2.2,0.0,7.2,0.0,8.0,3.2,1029.2
2022-01-28,3.3,-1.7,11.7,0.0,154.0,5.8,1027.2
2022-01-29,5.1,-1.1,12.8,0.0,156.0,5.8,1024.1
2022-01-30,7.3,5.0,12.2,4.7,166.0,9.5,1017.1
2022-01-31,5.7,3.9,8.3,0.0,192.0,9.6,1024.5
2022-02-01,4.0,1.1,6.7,0.0,3.0,3.1,1028.3
2022-02-02,3.5,0.6,6.7,0.0,140.0,5.7,1028.4
2022-02-03,7.5,6.1,10.0,1.3,164.0,7.3,1029.8
2022-02-04,7.5,5.0,10.0,0.3,168.0,12.3,1029.3
2022-02-05,6.9,3.3,8.3,0.0,32.0,6.4,1035.6
2022-02-06,5.5,2.2,11.4,0.0,353.0,3.5,1029.4
2022-02-07,7.9,3.3,11.7,0.3,175.0,11.3,1029.9
2022-02-08,7.8,5.0,10.0,0.0,344.0,3.4,1036.7
2022-02-09,8.7,5.6,12.2,0.0,350.0,4.8,1036.1
2022-02-10,7.6,6.1,8.9,0.0,348.0,6.7,1032.8
2022-02-11,8.0,6.1,10.0,0.0,353.0,14.4,1031.2
2022-02-12,6.9,3.3,12.8,0.0,337.0,18.5,1026.5
2022-02-13,5.8,-0.6,14.4,0.0,50.0,3.4,1021.5
2022-02-14,7.8,6.7,8.9,5.0,113.0,6.2,1014.4
2022-02-15,7.3,6.1,8.9,0.0,130.0,5.1,1023.0
2022-02-16,7.6,3.9,10.6,0.1,4.0,4.0,1027.6
2022-02-17,6.5,3.3,9.4,0.0,175.0,5.7,1032.2
2022-02-18,7.8,6.1,10.0,0.0,348.0,3.5,1030.6
2022-02-19,7.2,5.6,8.9,0.0,188.0,13.6,1019.8
2022-02-20,5.9,3.3,8.9,11.1,171.0,8.4,1014.1
2022-02-21,3.7,0.6,6.1,0.0,19.0,14.1,1013.3
2022-02-22,0.7,-1.7,2.2,0.0,15.0,12.0,1025.4
2022-02-23,-0.5,-3.9,3.3,0.0,359.0,4.4,1030.4
2022-02-24,1.4,-1.1,5.0,0.2,357.0,5.7,1030.9
2022-02-25,1.8,-3.9,8.3,0.0,342.0,4.6,1030.2
2022-02-26,5.4,0.0,10.6,5.1,177.0,5.7,1022.0
2022-02-27,7.9,5.6,9.4,18.4,161.0,8.9,1019.5
2022-02-28,10.9,8.9,13.3,46.2,167.0,8.7,1013.0
2022-03-01,11.5,7.5,15.0,2.7,164.0,7.6,1018.0
2022-03-02,8.9,6.3,11.1,6.9,121.0,4.7,1018.1
2022-03-03,7.7,6.1,10.0,1.7,185.0,7.1,1020.0
2022-03-04,7.4,6.1,9.4,0.3,0.0,7.8,1020.3
2022-03-05,6.8,3.9,10.6,0.0,347.0,4.9,1025.5
2022-03-06,4.9,0.0,10.6,0.0,352.0,3.5,1031.9
2022-03-07,5.4,1.1,9.4,0.0,172.0,6.3,1033.3
2022-03-08,6.7,2.8,8.9,2.6,3.0,2.8,1025.1
2022-03-09,4.5,0.6,8.3,0.1,359.0,7.5,1024.6
2022-03-10,4.0,-1.1,8.3,0.0,13.0,3.8,1028.6
2022-03-11,6.9,3.9,10.6,0.0,0.0,2.7,1025.6
2022-03-12,8.5,4.4,14.4,0.5,36.0,4.5,1012.9
2022-03-13,8.3,5.800000000000001,12.2,6.05,90.5,5.6,1016.2
2022-03-14,8.1,7.2,10.0,11.6,145.0,6.7,1019.5
2022-03-15,9.0,7.2,12.2,4.3,179.0,12.7,1018.8
2022-03-16,9.0,6.7,12.8,0.0,194.0,9.5,1026.9
2022-03-17,8.5,6.1,11.1,1.4,177.0,7.3,1021.5
2022-03-18,10.0,7.8,14.0,5.9,173.0,7.3,1017.3
2022-03-19,7.8,6.0,11.0,9.1,165.0,12.2,1014.6
2022-03-20,6.8,5.0,10.0,4.5,170.0,10.4,1025.1
2022-03-21,8.0,6.0,11.0,12.3,148.0,6.2,1026.8
2022-03-22,12.3,9.0,18.0,0.2,168.0,6.4,1026.9
2022-03-23,10.4,6.0,13.0,10.4,172.0,12.1,1022.2
2022-03-24,7.5,2.0,13.0,0.0,1.0,12.3,1023.1
2022-03-25,10.5,7.0,16.0,0.0,183.0,7.1,1017.9
2022-03-26,11.7,9.0,16.0,1.0,22.0,7.3,1013.3
2022-03-27,12.5,8.0,18.0,0.0,341.0,8.1,1005.7
2022-03-28,11.3,10.0,13.0,0.4,312.0,9.4,1009.2
2022-03-29,11.3,9.0,16.0,0.1,200.0,8.7,1017.5
2022-03-30,9.5,7.0,14.0,1.7,191.0,12.0,1021.6
2022-03-31,8.7,6.0,12.0,0.9,107.0,7.7,1022.9
2022-04-01,9.1,6.0,12.0,1.9,181.0,10.4,1019.7
2022-04-02,10.0,7.0,14.0,3.3,189.0,13.1,1022.6
2022-04-03,9.7,8.0,12.0,6.8,162.0,13.5,1012.8
2022-04-04,7.7,5.0,9.0,16.5,199.0,20.9,1003.6
2022-04-05,7.6,4.0,12.0,0.8,172.0,14.7,1025.3
2022-04-06,8.8,2.0,16.0,0.0,6.0,9.7,1030.7
2022-04-07,14.3,7.0,22.0,0.0,354.0,7.7,1021.4
2022-04-08,10.1,7.0,15.0,10.2,194.0,18.2,1022.6
2022-04-09,6.4,3.0,9.0,6.4,159.0,12.1,1024.6
