date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2020-03-30,7.3,5.0,10.0,0.0,178.0,13.0,1015.9
2020-03-31,6.2,4.4,10.0,0.0,200.0,11.2,1016.2
2020-04-01,6.3,4.4,10.0,0.0,329.0,10.1,1019.25
2020-04-02,6.25,4.15,9.7,0.0,255.0,11.399999999999999,1022.3
2020-04-03,6.2,3.9,9.4,0.0,181.0,12.7,1019.2
2020-04-04,6.5,1.1,11.7,0.0,340.0,9.3,1009.3
2020-04-05,8.8,6.7,11.7,0.0,342.5,6.9,1004.1
2020-04-06,9.6,3.3,15.6,0.0,345.0,4.5,1013.2
2020-04-07,8.6,3.3,13.9,0.0,344.0,6.6,1023.6
2020-04-08,9.4,2.2,16.1,0.0,345.0,10.1,1025.4
2020-04-09,11.8,4.4,19.4,0.0,341.0,8.9,1021.0
2020-04-10,12.2,5.6,18.9,0.0,208.0,8.0,1018.5
2020-04-11,10.4,7.2,14.4,0.0,281.5,9.8,1021.2
2020-04-12,8.5,1.1,15.0,0.0,355.0,10.3,1025.6
2020-04-13,9.5,1.1,17.2,0.0,345.0,6.3,1029.3
2020-04-14,11.7,5.0,17.8,0.0,334.0,9.0,1027.0
2020-04-15,12.9,10.0,17.8,0.0,323.0,11.8,1025.4
2020-04-16,12.6,5.0,20.0,0.0,351.0,7.3,1023.8
2020-04-17,12.7,5.0,20.0,0.0,345.0,7.4,1015.1
2020-04-18,11.7,10.0,13.9,0.0,224.0,6.9,1014.6
2020-04-19,12.8,10.0,17.8,0.0,282.0,8.3,1019.3
2020-04-20,12.8,6.1,18.9,0.0,340.0,6.1,1019.7
2020-04-21,11.5,8.9,14.4,0.0,340.75,10.0,1025.1
2020-04-22,10.9,9.4,12.8,0.06,341.5,5.3,1024.4333333333334
2020-04-23,10.9,8.3,14.4,0.12,342.25,7.6,1023.7666666666667
2020-04-24,12.2,8.3,15.6,0.18,343.0,3.9,1023.1
2020-04-25,12.8,10.0,16.7,0.24,329.0,11.4,1020.7
2020-04-26,12.5,7.2,16.7,0.3,315.0,7.2,1018.3
2020-04-27,12.9,10.0,17.2,0.22499999999999998,301.0,13.0,1017.5
2020-04-28,11.7,6.7,16.7,0.15,287.0,7.8,1024.2
2020-04-29,14.3,10.0,21.1,0.07500000000000001,273.0,13.5,1015.0
2020-04-30,12.2,10.0,15.0,0.0,250.25,13.2,1019.2
2020-05-01,12.6,5.6,18.3,0.0,227.5,13.666666666666666,1018.3
2020-05-02,11.2,5.85,16.35,0.0,204.75,14.133333333333333,1021.0999999999999
2020-05-03,9.8,6.1,14.4,0.0,182.0,14.6,1023.9
2020-05-04,11.3,3.9,18.3,0.0,329.0,6.7,1023.0
2020-05-05,15.4,10.6,21.1,0.0,330.0,8.8,1025.0333333333333
2020-05-06,12.3,9.4,14.4,0.0,218.0,13.9,1027.0666666666666
2020-05-07,12.6,5.0,18.3,0.0,117.0,14.2,1029.1
2020-05-08,18.8,10.0,27.2,0.0,16.0,15.1,1020.6
2020-05-09,20.8,11.7,30.0,0.0,58.125,6.5,1015.3
2020-05-10,22.0,12.8,30.6,0.0,100.25,8.8,1009.9
2020-05-11,17.8,13.3,24.4,0.0,142.375,9.8,1007.2
2020-05-12,14.1,10.6,18.9,0.0,184.5,7.6,1006.6
2020-05-13,14.3,11.7,18.3,0.0,226.625,9.5,1011.7
2020-05-14,14.1,10.0,18.9,0.0,268.75,5.7,1015.7
2020-05-15,15.5,11.7,20.0,0.0,310.875,7.6,1020.0
2020-05-16,14.0,11.7,16.7,0.0,353.0,4.7,1010.6
2020-05-17,14.5,11.1,19.4,0.0,350.5,7.4,1010.1
2020-05-18,14.8,11.1,19.4,0.0,348.0,8.5,1009.6
2020-05-19,14.5,12.2,17.8,0.0,189.0,9.2,1016.6
2020-05-20,12.7,10.6,15.0,0.0,222.2,11.1,1018.2
2020-05-21,10.5,8.3,12.8,0.0,255.4,8.4,1018.4000000000001
2020-05-22,11.8,8.3,16.1,0.0,288.6,11.6,1018.6
2020-05-23,12.3,9.4,16.7,0.0,321.8,5.0,1022.8
2020-05-24,15.3,10.0,21.1,0.0,355.0,4.2,1022.3
2020-05-25,14.7,12.8,16.1,0.0,181.0,7.6,1021.8
2020-05-26,13.7,10.0,18.3,0.0,338.0,9.2,1021.3
2020-05-27,15.9,7.8,22.8,0.0,342.0,10.6,1018.75
2020-05-28,19.8,13.3,26.1,0.0,341.0,10.5,1016.2
2020-05-29,19.6,16.1,25.0,0.0,332.0,15.2,1013.2
2020-05-30,12.9,10.0,15.6,0.0,320.0,10.6,1016.0333333333334
2020-05-31,11.7,8.9,16.7,0.0,284.3333333333333,9.1,1018.8666666666667
2020-06-01,14.3,8.9,19.4,0.0,248.66666666666669,7.9,1021.7
2020-06-02,14.1,8.9,19.4,1.2,213.0,7.6,1023.2
2020-06-03,14.2,10.6,18.9,2.4,208.6,8.5,1022.5
2020-06-04,15.4,12.2,19.4,3.5999999999999996,204.2,9.5,1018.4
2020-06-05,14.1,10.6,18.3,4.8,199.8,7.0,1008.7
2020-06-06,13.2,10.0,16.7,3.2,195.4,11.2,1009.5
2020-06-07,13.5,10.6,17.8,1.6,191.0,11.3,1015.85
2020-06-08,14.5,11.7,17.8,0.0,182.0,15.1,1022.2
2020-06-09,13.0,10.6,16.7,0.0,179.25,8.2,1020.85
2020-06-10,16.8,12.8,22.2,0.0,176.5,6.2,1019.5
2020-06-11,17.4,15.0,21.7,0.0,173.75,6.4,1018.2
2020-06-12,14.2,12.2,16.7,0.0,171.0,8.7,1016.25
2020-06-13,13.2,10.6,17.2,0.0,217.0,9.0,1014.3
2020-06-14,14.4,10.6,19.4,0.0,192.5,10.1,1013.9
2020-06-15,13.7,11.7,15.6,0.0,168.0,9.7,1013.5
2020-06-16,13.9,10.6,18.9,0.0,226.33333333333334,6.3,1018.8
2020-06-17,16.1,10.0,22.2,0.0,284.6666666666667,6.5,1025.1
2020-06-18,18.0,11.7,23.9,0.0,343.0,11.2,1022.6
2020-06-19,20.0,12.8,26.7,0.0,349.0,5.9,1014.9
2020-06-20,19.3,17.2,23.3,0.0,288.0,10.4,1014.7
2020-06-21,17.7,15.0,21.1,0.0,227.0,10.5,1020.4
2020-06-22,18.4,11.7,25.0,0.0,341.0,11.8,1022.4
2020-06-23,20.9,15.6,26.7,0.0,343.0,11.4,1016.7
2020-06-24,20.3,17.2,24.4,0.0,303.0,11.1,1014.5
2020-06-25,20.3,15.6,26.1,0.0,336.0,11.7,1018.3
2020-06-26,20.7,15.0,27.2,0.0,345.0,9.8,1017.0
2020-06-27,15.2,13.3,17.8,0.0,312.8,6.2,1016.52
2020-06-28,15.3,11.1,20.6,0.0,280.6,6.0,1016.04
2020-06-29,16.5,12.2,22.2,0.0,248.39999999999998,10.6,1015.5600000000001
2020-06-30,15.4,12.2,18.9,0.0,216.2,14.2,1015.08
2020-07-01,15.0,12.8,18.3,0.0,184.0,14.9,1014.6
2020-07-02,15.6,13.3,18.9,0.0,195.0,12.5,1016.0
2020-07-03,16.2,13.9,18.9,0.0,213.0,8.2,1018.9
2020-07-04,16.6,12.8,21.7,0.0,343.0,7.8,1022.4
2020-07-05,18.0,12.2,23.9,0.0,296.0,8.3,1020.2
2020-07-06,17.3,12.8,21.7,0.0,249.0,8.8,1018.0
2020-07-07,16.6,14.4,19.4,0.0,202.0,10.9,1018.6
2020-07-08,17.9,14.4,22.2,0.0,292.0,5.5,1019.1
2020-07-09,17.8,15.6,22.8,0.0,202.0,9.6,1016.8
2020-07-10,18.0,13.9,23.3,0.0,209.0,8.0,1021.3
2020-07-11,16.8,12.2,20.6,0.0,216.0,9.7,1020.1
2020-07-12,17.4,14.4,21.1,0.0,260.0,11.2,1020.8
2020-07-13,18.0,12.8,23.3,0.0,304.0,12.0,1020.4
2020-07-14,19.3,11.1,26.1,0.0,348.0,9.9,1021.0
2020-07-15,21.1,13.3,27.8,0.0,342.0,8.7,1019.9
2020-07-16,20.7,15.6,25.0,0.0,263.0,10.2,1016.8
2020-07-17,17.3,14.4,20.6,0.0,305.0,7.6,1019.55
2020-07-18,19.7,12.2,25.6,0.0,342.0,10.6,1022.3
2020-07-19,21.6,14.4,27.8,0.0,343.0,9.3,1018.9
2020-07-20,23.0,15.6,29.4,0.0,342.0,8.1,1016.1
2020-07-21,22.5,18.3,27.2,0.0,293.3333333333333,7.9,1012.4
2020-07-22,18.6,15.6,22.2,0.0,244.66666666666669,7.9,1014.05
2020-07-23,17.5,15.0,19.4,0.0,196.0,8.8,1015.7
2020-07-24,17.4,14.4,21.1,0.0,244.66666666666666,11.4,1018.25
2020-07-25,19.1,13.9,24.4,0.0,293.3333333333333,12.1,1020.8
2020-07-26,22.3,15.0,30.0,0.0,342.0,14.7,1017.9
2020-07-27,24.9,16.1,33.9,0.0,353.0,6.8,1012.2
2020-07-28,21.8,16.1,26.7,0.0,217.0,10.1,1013.1
2020-07-29,22.2,15.0,29.4,0.0,340.0,9.1,1013.7
2020-07-30,24.5,18.3,31.1,0.0,339.9,12.0,1014.2
2020-07-31,22.9,18.9,28.3,0.0,339.8,9.9,1015.3
2020-08-01,19.3,16.1,24.4,0.0,339.7,5.6,1019.8
2020-08-02,20.8,13.9,27.2,0.0,339.6,8.0,1018.7
2020-08-03,21.1,15.6,26.7,0.0,339.5,8.9,1021.0
2020-08-04,22.2,17.8,27.8,0.0,339.4,10.8,1018.2
2020-08-05,21.6,15.6,27.2,0.0,339.3,8.4,1013.4
2020-08-06,17.0,13.9,20.0,0.0,339.2,8.7,1014.5
2020-08-07,18.8,15.6,23.3,0.0,339.1,10.4,1021.3
2020-08-08,17.3,15.0,20.6,0.0,339.0,5.0,1023.05
2020-08-09,18.2,10.6,24.4,0.0,343.0,9.6,1024.8
2020-08-10,20.0,12.8,26.7,0.0,345.0,9.2,1019.0
2020-08-11,19.1,15.6,23.3,0.0,220.0,9.3,1014.1
2020-08-12,16.7,13.3,21.1,0.0,260.3333333333333,6.8,1017.6
2020-08-13,17.1,10.0,23.3,0.0,300.6666666666667,6.9,1021.1
2020-08-14,19.4,11.1,26.1,0.0,341.0,12.1,1022.4
2020-08-15,22.5,15.0,30.0,0.0,227.0,14.6,1016.4
2020-08-16,26.3,16.7,36.1,0.0,113.0,4.8,1012.0
2020-08-17,24.8,19.4,31.7,0.0,185.0,8.8,1016.7
2020-08-18,21.7,17.8,27.2,0.0,257.0,10.3,1018.8
2020-08-19,21.8,15.0,28.9,0.0,227.66666666666666,7.8,1014.9
2020-08-20,22.0,17.8,26.7,0.0,198.33333333333334,8.5,1011.8
2020-08-21,20.1,17.8,22.2,0.0,169.0,11.0,1015.4
2020-08-22,19.0,15.6,23.3,0.0,345.0,12.0,1019.0
2020-08-23,18.3,11.1,24.4,0.0,346.0,10.5,1016.1
2020-08-24,18.8,12.2,23.3,0.0,347.0,8.1,1015.1
2020-08-25,18.6,11.1,25.0,0.0,340.0,9.1,1015.4
2020-08-26,18.8,11.7,24.4,0.0,346.0,9.2,1016.0
2020-08-27,19.3,11.7,26.1,0.0,354.0,7.7,1016.7
2020-08-28,19.2,12.2,25.6,0.0,339.0,9.4,1017.0
2020-08-29,18.5,15.6,21.7,0.0,338.5,8.1,1017.0
2020-08-30,16.7,10.0,23.3,0.0,338.0,6.2,1020.7
2020-08-31,16.8,12.8,21.1,0.0,337.5,6.0,1020.8
2020-09-01,20.8,15.0,26.7,0.0,337.0,8.9,1020.9
2020-09-02,20.8,15.0,26.7,0.0,345.0,10.2,1019.0
2020-09-03,21.3,15.0,27.8,0.0,339.0,15.3,1017.5
2020-09-04,21.0,13.9,28.3,0.0,349.0,7.9,1016.0
2020-09-05,18.5,15.6,22.8,0.0,279.0,6.4,1022.9
2020-09-06,19.8,15.0,26.1,0.0,349.0,8.4,1024.1
2020-09-07,21.7,16.7,28.3,0.0,349.3333333333333,13.2,1024.0
2020-09-08,22.2,18.3,27.8,0.0,349.6666666666667,11.7,1023.9
2020-09-09,21.9,12.2,31.1,0.0,350.0,10.2,1016.3
2020-09-10,22.7,13.9,32.2,0.0,346.0,6.8,1014.5
2020-09-11,18.7,13.3,24.4,0.0,173.0,7.1,1017.2
2020-09-12,14.0,11.7,16.7,0.0,0.0,2.7,1016.3333333333334
2020-09-13,14.4,10.0,19.4,0.0,14.0,3.9,1015.4666666666667
2020-09-14,17.4,14.4,21.1,0.0,352.0,3.3,1014.6
2020-09-15,19.8,16.7,25.0,0.0,317.0,5.8,1015.8
2020-09-16,19.2,17.2,22.8,0.0,349.0,7.0,1017.0
2020-09-17,18.7,15.0,23.3,0.0,340.0,5.7,1015.15
2020-09-18,17.8,16.7,20.0,0.0,309.3333333333333,4.7,1013.3
2020-09-19,17.8,15.6,22.2,0.0,278.6666666666667,4.1,1012.5799999999999
2020-09-20,17.3,14.4,21.7,0.0,248.0,3.5,1011.86
2020-09-21,16.5,11.7,21.7,0.0,217.33333333333331,4.4,1011.14
2020-09-22,18.5,16.1,22.2,0.0,186.66666666666666,5.3,1010.4200000000001
2020-09-23,16.2,15.0,17.2,0.0,156.0,9.5,1009.7
2020-09-24,16.3,15.0,18.9,0.0,163.0,10.9,1013.6
2020-09-25,14.8,12.8,17.2,0.0,170.0,11.3,1019.1
2020-09-26,14.7,12.2,18.3,0.0,177.0,10.6,1024.6
2020-09-27,15.3,11.1,20.0,0.0,348.0,6.6,1030.1
2020-09-28,16.5,10.0,23.3,0.0,342.0,12.5,1026.3
2020-09-29,17.8,13.3,25.6,0.0,341.0,12.1,1018.8
2020-09-30,16.7,12.2,22.8,0.0,358.0,1.8,1021.5
2020-10-01,16.0,12.8,21.1,0.0,344.0,4.2,1020.3285714285714
2020-10-02,16.0,12.2,22.8,0.0,357.0,1.8,1019.1571428571428
2020-10-03,14.1,12.2,16.1,0.0,1.0,3.8,1017.9857142857143
2020-10-04,15.0,13.3,16.7,0.0,339.0,2.4,1016.8142857142857
2020-10-05,16.2,13.9,20.0,0.0,344.0,6.9,1015.6428571428571
2020-10-06,16.1,11.7,22.2,0.0,338.0,9.9,1014.4714285714285
2020-10-07,15.0,12.2,17.8,0.0,259.0,4.1,1013.3
2020-10-08,16.2,14.4,19.4,0.0,180.0,7.1,1012.5
2020-10-09,17.0,15.0,20.0,0.0,202.0,6.1,1009.2
2020-10-10,14.4,12.8,16.7,0.0,198.33333333333334,13.6,1005.9
2020-10-11,12.7,11.1,15.6,0.0,194.66666666666666,10.6,1012.5
2020-10-12,13.8,11.7,16.7,0.0,191.0,11.5,1018.8
2020-10-13,13.7,9.4,17.2,0.0,190.0,12.9,1023.65
2020-10-14,13.4,11.7,16.7,0.0,267.5,7.5,1028.5
2020-10-15,11.7,6.7,16.1,0.0,345.0,4.1,1034.7
2020-10-16,14.8,10.6,17.8,0.0,252.5,12.1,1022.7
2020-10-17,12.9,11.7,15.0,0.0,160.0,6.9,1022.625
2020-10-18,14.5,11.7,17.8,0.0,181.0,8.8,1022.55
2020-10-19,12.9,10.6,15.0,0.0,93.5,8.3,1022.475
2020-10-20,11.4,8.9,15.0,0.0,6.0,2.3,1022.4
2020-10-21,8.6,6.1,11.1,0.0,171.5,3.3,1021.6
2020-10-22,7.1,3.3,11.7,0.0,337.0,4.7,1028.8
2020-10-23,6.8,3.9,10.0,0.0,111.0,8.9,1030.5666666666666
2020-10-24,7.6,5.6,10.0,0.0,109.5,10.8,1032.3333333333333
2020-10-25,4.7,0.0,10.0,0.0,108.0,5.7,1034.1
2020-10-26,6.0,0.6,10.0,0.0,106.5,5.8,1031.75
2020-10-27,9.9,7.8,14.4,0.0,105.0,3.7,1029.4
2020-10-28,10.5,6.7,14.4,0.0,180.0,6.4,1024.4
2020-10-29,11.9,8.3,15.6,0.0,236.0,2.3,1021.1
2020-10-30,12.1,7.8,15.6,0.0,292.0,10.1,1018.0
2020-10-31,8.8,3.9,13.3,0.0,348.0,7.5,1028.6
2020-11-01,9.2,6.1,15.0,0.0,347.0,11.3,1023.9
2020-11-02,9.8,3.3,18.9,0.0,255.0,6.4,1019.1
2020-11-03,9.7,6.7,12.8,0.0,163.0,6.2,1017.6
2020-11-04,15.9,12.8,18.9,0.0,110.0,14.6,1016.1
2020-11-05,11.7,8.3,16.1,0.0,57.0,8.8,1017.6
2020-11-06,7.9,3.3,10.0,0.0,4.0,9.8,1011.8
2020-11-07,3.9,1.1,7.2,0.0,117.0,8.5,1014.4
2020-11-08,3.2,-1.1,8.9,0.0,89.0,9.3,1017.0
2020-11-09,2.7,-1.1,6.7,0.0,61.0,7.8,1022.4
2020-11-10,6.9,5.0,8.3,0.0,33.0,5.4,1016.2
2020-11-11,4.6,1.7,7.8,0.0,5.0,1.6,1022.1
2020-11-12,6.6,4.4,10.6,0.0,150.0,7.0,1014.4
2020-11-13,8.4,6.1,11.1,0.0,181.0,15.2,998.3
2020-11-14,7.3,6.1,10.0,0.0,177.0,8.6,1013.7
2020-11-15,9.2,6.7,11.7,0.0,173.0,13.4,1013.3
2020-11-16,7.5,7.2,7.8,0.0,344.0,5.0,1012.9
2020-11-17,9.6,6.1,16.1,0.0,240.0,12.2,997.6
2020-11-18,7.1,6.1,8.3,0.0,136.0,7.0,1008.7
2020-11-19,7.1,5.6,8.9,0.0,168.0,10.3,1019.8000000000001
2020-11-20,8.3,6.7,10.6,0.0,134.0,5.8,1030.9
2020-11-21,8.3,4.4,11.7,0.0,345.0,5.0,1029.4
2020-11-22,4.5,1.7,6.7,0.0,153.0,6.1,1023.2
2020-11-23,7.2,5.6,8.9,0.0,158.0,6.7,1017.0
2020-11-24,8.2,6.7,12.2,0.0,163.0,10.2,1016.0
2020-11-25,7.4,6.7,9.4,0.0,165.0,6.5,1022.85
2020-11-26,8.2,7.2,10.0,0.0,195.66666666666666,6.5,1029.7
2020-11-27,6.133333333333333,4.800000000000001,7.766666666666667,0.0,226.33333333333334,5.9,1024.7
2020-11-28,4.066666666666666,2.4000000000000004,5.533333333333333,0.0,257.0,5.3,1027.2
2020-11-29,2.0,0.0,3.3,0.0,287.6666666666667,4.7,1029.7
2020-11-30,6.8,2.2,11.1,0.0,318.33333333333337,12.1,1032.2
2020-12-01,5.2,2.2,9.4,0.0,349.0,10.1,1034.7
2020-12-02,6.8,2.2,15.6,0.0,197.0,7.2,1024.4
2020-12-03,5.6,1.1,10.0,0.0,45.0,3.1,1026.7
2020-12-04,6.2,2.2,11.1,0.0,353.0,4.0,1030.3
2020-12-05,7.0,0.6,16.1,0.0,250.0,5.0,1019.8
2020-12-06,9.1,6.7,12.8,0.0,147.0,5.9,1023.1
2020-12-07,8.9,5.6,12.2,0.0,173.0,7.3,1026.4
2020-12-08,9.9,8.3,11.1,0.0,175.0,8.5,1026.3000000000002
2020-12-09,7.6,5.6,8.9,0.0,177.0,4.5,1026.2
2020-12-10,3.8,1.1,6.1,0.0,104.0,5.7,1023.5
2020-12-11,5.4,1.1,8.3,0.0,31.0,6.8,1020.8
2020-12-12,2.1,-1.1,5.6,0.0,80.0,4.7,1018.1
2020-12-13,5.8,4.4,7.2,0.0,129.0,9.0,1015.4
2020-12-14,7.3,5.6,10.0,0.0,178.0,6.4,1023.4
2020-12-15,7.6,5.6,8.9,0.0,157.0,10.5,1019.8666666666667
2020-12-16,8.5,7.2,10.6,0.0,162.0,10.2,1016.3333333333333
2020-12-17,8.7,7.2,10.6,0.0,179.0,15.6,1012.8
2020-12-18,8.7,6.7,11.7,0.0,156.0,11.8,1019.3
2020-12-19,8.9,7.8,11.1,0.0,160.0,10.7,1019.6
2020-12-20,10.8,8.3,12.8,0.0,121.0,10.1,1019.4
2020-12-21,7.4,2.2,16.1,0.0,82.0,10.1,1022.5
2020-12-22,3.4,0.0,7.8,0.0,43.0,3.1,1025.6
2020-12-23,2.0,-1.1,6.1,0.0,355.0,5.8,1023.1999999999999
2020-12-24,0.9,-1.7,6.1,0.0,117.0,4.2,1020.8
2020-12-25,4.7,0.0,8.9,0.0,141.5,7.6,1008.7
2020-12-26,7.8,5.6,10.0,0.0,166.0,12.0,1012.6
2020-12-27,6.3,2.8,8.9,0.0,261.5,5.3,1016.5
2020-12-28,3.5,-1.1,8.3,0.0,357.0,4.1,1020.4
2020-12-29,2.7,0.6,4.4,5.86,147.0,6.0,1024.9
2020-12-30,6.3,4.4,8.9,11.72,160.5,9.2,1020.5333333333334
2020-12-31,9.2,8.3,10.6,17.580000000000002,174.0,12.4,1016.1666666666666
2021-01-01,9.0,7.2,11.1,23.44,159.0,6.8,1011.8
2021-01-02,9.2,7.2,10.0,29.3,168.0,15.5,1008.1
2021-01-03,6.3,3.9,8.9,10.3,135.0,7.3,1013.1
2021-01-04,8.3,7.2,10.0,18.0,150.0,12.2,1006.0
2021-01-05,7.0,6.1,8.3,12.3,148.0,6.8,1017.1
2021-01-06,7.8,4.4,10.6,4.8,91.0,5.8,1017.2
2021-01-07,7.3,4.4,11.7,0.0,36.0,6.9,1022.6
2021-01-08,7.4,2.8,11.7,6.1,16.0,3.8,1023.4
2021-01-09,3.6,0.0,9.4,0.0,357.0,4.0,1026.0
2021-01-10,7.4,5.6,10.0,3.1,146.0,4.5,1023.2
2021-01-11,7.5,6.1,8.3,15.7,148.0,7.7,1017.6
2021-01-12,11.1,7.8,14.4,43.1,150.0,10.0,1004.7
2021-01-13,8.5,3.9,13.9,5.3,195.0,14.9,1024.5
2021-01-14,6.8,2.8,11.1,0.1,340.0,4.3,1029.7
2021-01-15,8.5,5.0,12.2,2.6,1.0,3.4,1029.8
2021-01-16,5.3,2.8,8.3,0.0,351.0,2.6,1029.8
2021-01-17,7.7,5.6,10.6,2.3,23.0,3.6,1031.8
2021-01-18,6.1,2.8,9.4,0.0,7.0,4.1,1035.3
2021-01-19,2.8,1.1,7.8,0.0,63.0,3.5,1031.0
2021-01-20,4.4,1.1,7.8,0.0,0.0,1.8,1022.6
2021-01-21,6.4,5.0,8.3,3.1,353.0,6.3,1018.7
2021-01-22,5.7,1.1,7.8,0.0,353.0,11.8,1018.4
2021-01-23,1.8,-1.7,6.7,0.0,136.0,4.6,1020.4
2021-01-24,4.1,3.3,5.6,4.3,113.0,4.1,1009.1
2021-01-25,4.9,2.8,7.2,0.8,181.0,7.9,1010.6
2021-01-26,4.1,0.6,7.2,0.0,113.0,9.7,1003.1
2021-01-27,5.9,3.3,7.2,0.9,359.0,5.6,1001.1
2021-01-28,6.0,4.4,7.8,7.1,354.0,2.4,1006.8
2021-01-29,6.3,4.4,9.4,0.7,13.0,3.2,1009.9
2021-01-30,7.1,5.0,10.0,5.1,125.0,4.6,1012.5
2021-01-31,7.6,6.7,9.4,7.8,335.0,3.2,1012.7
2021-02-01,8.7,6.7,10.0,18.4,148.0,3.7,1007.7
2021-02-02,6.5,5.0,8.3,18.0,170.0,9.3,1010.4
2021-02-03,6.4,5.0,10.0,1.7,356.0,3.1,1020.1
2021-02-04,7.3,5.6,9.4,1.2,161.0,11.8,1027.7
2021-02-05,9.1,7.8,11.1,0.6,187.0,12.6,1023.1
2021-02-06,8.3,7.2,10.6,0.0,186.0,21.1,1018.0
2021-02-07,6.6,4.4,9.4,0.5,191.0,15.1,1016.9
2021-02-08,4.2,1.7,6.7,1.1,341.0,4.3,1018.4
2021-02-09,3.6,0.6,6.7,0.0,353.0,6.3,1021.5
2021-02-10,2.1,-1.7,6.1,0.0,174.0,5.4,1022.7
2021-02-11,1.7,0.0,3.9,1.0,6.0,7.1,1019.3
2021-02-12,-0.4,-3.3,1.1,2.1,84.0,7.0,1017.0
2021-02-13,-1.8,-3.3,0.0,11.2,149.0,11.3,1010.7
2021-02-14,0.7,-0.6,2.8,8.0,140.0,6.4,1012.6
2021-02-15,3.6,0.6,7.2,3.4,158.0,10.0,1003.9
2021-02-16,5.9,3.3,9.4,2.1,117.0,4.6,1017.6
2021-02-17,5.0,2.2,8.3,0.3,339.0,4.7,1027.0
2021-02-18,5.1,2.8,7.8,3.1,134.0,7.9,1019.6
2021-02-19,6.9,5.0,10.0,1.8,170.0,11.9,1018.8
2021-02-20,6.7,4.4,10.0,0.5,188.0,10.6,1025.0
2021-02-21,9.2,6.1,11.7,3.7,175.0,19.0,1026.9
2021-02-22,9.6,6.1,11.7,16.0,188.0,18.6,1022.4
2021-02-23,5.7,2.8,9.4,5.8,185.0,8.7,1026.9
2021-02-24,4.8,1.7,8.3,0.0,118.0,5.0,1034.2
2021-02-25,6.4,3.3,8.9,1.8,185.0,16.1,1020.4
2021-02-26,6.4,3.9,11.1,5.1,153.0,9.9,1014.8
2021-02-27,5.8,1.7,9.4,0.1,183.0,5.6,1024.0
2021-02-28,8.0,4.4,11.7,0.9,150.0,7.3,1025.5
2021-03-01,9.0,3.9,14.4,0.0,183.0,6.8,1019.0
2021-03-02,7.0,5.6,9.4,0.0,347.0,4.8,1017.6
2021-03-03,6.6,1.1,13.3,0.0,359.0,3.3,1010.7
2021-03-04,7.1,2.2,12.8,4.2,312.0,4.3,1015.7
2021-03-05,7.6,5.0,10.6,2.0,138.0,6.7,1013.6
2021-03-06,7.1,3.9,10.6,0.1,173.0,9.3,1016.2
2021-03-07,6.2,2.8,8.9,4.3,181.0,11.4,1018.6
2021-03-08,5.3,-0.6,11.7,0.0,354.0,3.5,1016.3
2021-03-09,6.2,1.7,12.2,0.4,352.0,2.7,1015.7
2021-03-10,5.4,0.0,11.7,0.0,347.0,8.2,1016.2
2021-03-11,6.3,0.6,12.2,0.0,344.0,4.9,1024.9
2021-03-12,6.6,0.0,13.9,0.0,2.0,4.0,1027.0
2021-03-13,8.2,1.1,16.7,0.0,199.0,5.7,1022.0
2021-03-14,6.6499999999999995,1.4,12.5,0.65,277.5,5.2,1022.05
2021-03-15,5.1,1.7,8.3,1.3,356.0,4.7,1022.1
2021-03-16,5.6,0.6,11.1,0.0,346.0,5.2,1022.2
2021-03-17,7.0,0.6,14.4,0.0,353.0,3.9,1016.6
2021-03-18,7.4,3.3,11.7,3.2,151.0,7.1,1011.0
2021-03-19,9.1,4.4,13.9,0.9,184.0,11.2,1014.8
2021-03-20,8.2,6.1,10.6,6.9,190.0,11.5,1020.5
2021-03-21,6.5,5.6,7.2,4.0,173.0,14.2,1025.9
2021-03-22,7.2,5.0,10.0,4.1,18.0,8.4,1020.2
2021-03-23,7.3,2.2,11.7,0.0,354.0,4.7,1031.1
2021-03-24,8.4,6.7,11.7,8.6,184.0,13.7,1015.4
2021-03-25,7.8,5.6,11.1,5.6,21.0,7.4,1013.3
2021-03-26,8.6,4.4,12.2,0.0,188.0,8.3,1024.5
2021-03-27,9.6,5.6,12.8,0.0,337.0,4.2,1028.6
2021-03-28,7.2,4.4,8.9,6.2,181.0,15.6,1016.5
2021-03-29,5.8,1.7,10.0,0.0,342.0,7.3,1026.4
2021-03-30,6.1,0.6,11.7,0.0,16.0,6.7,1031.6
2021-03-31,8.0,0.6,16.1,0.0,344.0,7.1,1025.7
2021-04-01,9.4,5.0,13.3,0.0,336.0,7.6,1014.5
2021-04-02,9.6,5.6,14.4,0.0,173.0,6.7,1018.5
2021-04-03,11.0,4.4,17.8,0.0,213.0,7.5,1021.1
2021-04-04,8.4,5.6,10.0,0.8,350.0,13.3,1024.4
2021-04-05,7.1,1.1,13.3,0.0,0.0,4.6,1024.1
2021-04-06,8.8,2.2,15.6,0.0,28.0,5.1,1020.6
2021-04-07,7.9,5.6,10.0,1.9,183.0,13.2,1018.5
2021-04-08,8.1,4.4,12.2,6.1,218.0,7.7,1024.0
2021-04-09,7.0,2.2,10.0,0.7,184.0,10.1,1022.5
2021-04-10,7.5,4.4,10.0,2.0,302.0,12.1,1022.6
2021-04-11,6.4,0.0,11.7,0.0,338.0,11.4,1028.5
2021-04-12,8.6,0.6,14.4,0.0,340.0,15.3,1026.0
2021-04-13,10.2,2.2,16.7,0.0,347.0,12.8,1026.1
