,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
442,2017-10-15,10.0,3.9,17.2,0.0,,,4.0,,1027.0,
443,2017-10-16,11.4,6.1,17.8,0.0,,,9.7,,1022.7,
444,2017-10-17,12.8,9.4,16.7,,,,11.0,,1017.8,
445,2017-10-18,12.4,8.9,18.9,,,,12.9,,1009.6,
446,2017-10-19,11.8,10.6,12.8,,,,9.6,,,
447,2017-10-20,10.2,7.8,12.2,,,,13.6,,1007.4,
448,2017-10-21,9.8,7.2,15.0,,,,8.6,,,
449,2017-10-22,13.6,10.0,15.6,,,,14.0,,1019.9,
450,2017-10-23,12.4,8.9,18.9,0.0,,,5.6,,1036.3,
451,2017-10-24,11.5,6.1,18.3,0.0,,,7.8,,1030.8,
452,2017-10-25,10.3,6.1,15.6,,,,8.1,,,
453,2017-10-26,12.0,11.1,14.4,0.0,,,13.8,,1024.4,
454,2017-10-27,12.4,8.9,18.9,0.0,,,15.4,,1021.7,
455,2017-10-28,11.3,6.7,17.8,0.0,,,4.1,,1016.6,
456,2017-10-29,10.0,7.8,13.3,0.0,,,2.9,,,
457,2017-10-30,10.7,5.6,17.2,,,,9.1,,1021.8,
458,2017-10-31,8.1,2.8,15.6,0.0,,,4.8,,1017.1,
459,2017-11-01,11.1,8.9,13.3,,,,8.5,,1009.6,
460,2017-11-02,8.6,6.1,10.6,,,,12.9,,,
461,2017-11-03,3.7,1.7,6.7,,,,10.2,,1014.4,
462,2017-11-04,3.9,2.2,5.6,,,,3.3,,,
463,2017-11-05,3.2,2.2,5.0,,,,7.3,,,
464,2017-11-06,4.5,2.2,8.3,0.0,,,4.0,,,
465,2017-11-07,6.4,2.2,9.4,0.0,,,7.9,,1021.7,
466,2017-11-08,9.8,6.7,13.3,,,,12.2,,1010.2,
467,2017-11-09,9.0,7.8,11.1,,,,6.7,,1007.8,
468,2017-11-10,7.2,3.3,10.6,,,,2.8,,1013.0,
469,2017-11-11,8.2,2.8,12.2,,,,3.5,,1015.9,
470,2017-11-12,10.5,8.9,13.3,,,,5.3,,,
471,2017-11-13,10.1,7.8,12.8,,,,20.2,,1007.0,
472,2017-11-14,10.7,7.2,13.3,,,,17.3,,1014.2,
473,2017-11-15,8.9,6.7,12.8,,,,7.5,,1004.3,
474,2017-11-16,7.0,6.1,7.8,,,,9.6,,,
475,2017-11-17,7.7,6.7,10.6,0.0,,,11.1,,1018.6,
476,2017-11-18,8.3,6.7,11.7,,,,3.5,,1024.1,
477,2017-11-19,7.1,3.9,12.8,,,,6.9,,1011.5,
478,2017-11-20,8.0,3.9,10.6,,,,4.9,,,
479,2017-11-21,7.9,2.8,12.8,,,,5.2,,,
480,2017-11-22,15.1,12.2,20.6,,,,5.7,,1013.7,
481,2017-11-23,12.7,9.4,16.1,,,,11.9,,,
482,2017-11-24,9.9,8.9,11.7,,,149.0,12.6,,1018.7,
483,2017-11-25,8.6,6.1,10.0,,,,4.0,,1013.0,
484,2017-11-26,9.6,6.1,13.3,,,,11.4,,,
485,2017-11-27,7.8,6.1,10.6,,,,7.8,,,
486,2017-11-28,7.3,6.7,8.3,,,,6.4,,,
487,2017-11-29,7.9,6.1,11.1,,,,5.6,,1028.2,
488,2017-11-30,6.9,5.6,8.3,,,,6.7,,1021.1,
489,2017-12-01,6.9,4.4,9.4,,,,7.4,,,
490,2017-12-02,6.0,5.0,6.7,,,,5.6,,1012.9,
491,2017-12-03,5.7,3.9,7.2,,,,3.8,,,
492,2017-12-04,2.3,0.0,4.4,,,,1.6,,,
493,2017-12-05,3.4,0.6,7.8,0.0,,,12.1,,1037.4,
494,2017-12-06,5.7,2.8,11.1,0.0,,,,,1036.8,
495,2017-12-07,3.1,-0.6,10.0,0.0,,,1.4,,1033.9,
496,2017-12-08,0.7,-1.1,2.8,0.0,,,5.9,,1033.3,
497,2017-12-09,1.2,-1.7,5.0,0.0,,,2.9,,,
498,2017-12-10,2.9,0.0,8.3,0.0,,,2.8,,1029.8,
499,2017-12-11,2.4,-1.7,8.9,0.0,,,6.7,,,
500,2017-12-12,3.0,-0.6,7.2,0.0,,,3.6,,1031.4,
501,2017-12-13,4.8,0.0,8.9,0.0,,,,,1030.2,
502,2017-12-14,4.1,0.6,9.4,0.0,,,3.0,,1027.0,
503,2017-12-15,5.0,2.8,6.7,,,,6.0,,1023.6,
504,2017-12-16,5.5,2.8,7.8,,,,3.9,,,
505,2017-12-17,8.8,6.1,11.1,,,149.0,14.5,,1019.4,
506,2017-12-18,8.6,6.1,10.6,,,,7.3,,,
507,2017-12-19,7.0,5.6,10.6,,,,14.5,,1004.7,
508,2017-12-20,4.1,-0.6,7.2,,,,9.0,,1022.1,
509,2017-12-21,2.0,-1.1,5.6,,,,5.0,,1029.7,
510,2017-12-22,3.9,2.8,5.0,,,,7.6,,,
511,2017-12-23,1.6,-1.1,4.4,0.0,,,10.9,,1031.3,
512,2017-12-24,1.0,-1.1,3.9,,,,3.9,,1025.2,
513,2017-12-25,0.9,0.0,1.7,,,,1.0,,,
514,2017-12-26,1.7,0.0,4.4,0.0,,,1.1,,,
515,2017-12-27,2.7,1.1,4.4,0.0,,,0.5,,1025.6,
516,2017-12-28,6.9,3.9,9.4,,,,7.2,,1019.1,
517,2017-12-29,8.8,6.7,12.8,,,,8.6,,,
518,2017-12-30,7.5,5.0,9.4,,,,11.0,,1022.3,
519,2017-12-31,,,,,,,,,,
520,2018-01-01,2.5,-1.1,6.7,0.0,,,8.2,,,
521,2018-01-02,4.0,2.2,6.1,0.0,,,7.5,,1027.6,
522,2018-01-03,4.2,-1.1,9.4,0.0,,,8.6,,,
523,2018-01-04,5.4,1.7,7.8,,,,2.2,,1016.6,
524,2018-01-05,8.8,7.2,10.0,,,,7.9,,1016.0,
525,2018-01-06,8.0,6.7,9.4,,,,9.7,,1023.5,
526,2018-01-07,6.8,5.6,7.8,,,,2.8,,,
527,2018-01-08,7.7,5.6,8.9,,,,4.0,,1008.9,
528,2018-01-09,7.6,6.7,8.3,,,,4.6,,,
529,2018-01-10,7.0,6.1,8.3,,,,8.5,,1015.3,
530,2018-01-11,8.3,6.1,10.6,,,,7.6,,,
531,2018-01-12,10.8,9.4,12.2,,,,11.2,,1025.0,
532,2018-01-13,10.2,8.3,13.3,,,,8.2,,1028.9,
533,2018-01-14,7.9,5.6,12.8,0.0,,,6.4,,1021.7,
534,2018-01-15,10.2,5.0,17.8,,,,11.7,,1015.5,
535,2018-01-16,10.3,7.2,13.3,,,,10.1,,1021.8,
536,2018-01-17,10.4,6.1,14.4,,,,8.5,,1012.8,
537,2018-01-18,7.7,4.4,11.7,,,,9.1,,1009.7,
538,2018-01-19,6.4,3.3,8.9,,,,10.8,,1012.4,
539,2018-01-20,7.4,5.0,10.0,,,137.0,12.7,,,
540,2018-01-21,9.4,5.6,12.2,,,144.0,17.5,,1012.1,
541,2018-01-22,6.8,4.4,8.9,,,,12.2,,,
542,2018-01-23,6.4,5.0,7.8,,,,6.2,,1014.6,
543,2018-01-24,7.9,5.6,9.4,,,,8.6,,1005.2,
544,2018-01-25,5.2,3.3,7.2,,,,9.1,,,
545,2018-01-26,5.1,4.4,6.1,,,,10.6,,1019.2,
546,2018-01-27,7.9,5.6,10.0,,,,14.9,,1018.5,
547,2018-01-28,9.4,6.7,14.4,,,,6.2,,,
548,2018-01-29,8.9,7.2,10.6,,,,11.4,,,
549,2018-01-30,7.2,5.6,9.4,,,158.0,15.5,,1020.4,
550,2018-01-31,6.8,5.0,8.3,,,,10.9,,1023.8,
551,2018-02-01,7.5,6.7,8.3,,,,5.2,,1022.4,
552,2018-02-02,10.9,7.2,13.3,,,,12.4,,,
553,2018-02-03,10.6,10.0,11.1,,,,10.7,,,
554,2018-02-04,12.0,10.6,13.9,,,,15.9,,,
555,2018-02-05,9.6,8.3,10.6,,,,12.3,,,
556,2018-02-06,9.2,7.8,10.6,,,161.0,9.2,,,
557,2018-02-07,10.9,8.9,12.8,,,,5.1,,1028.3,
558,2018-02-08,10.8,7.2,12.8,,,,13.4,,1022.4,
559,2018-02-09,7.0,5.0,9.4,,,,6.8,,,
560,2018-02-10,4.4,1.7,7.2,0.0,,,6.1,,1028.4,
561,2018-02-11,4.0,0.6,8.3,0.0,,,6.8,,1016.7,
562,2018-02-12,4.1,0.6,7.8,0.0,,,11.7,,1026.2,
563,2018-02-13,3.9,-1.7,10.0,,,,4.3,,1024.2,
564,2018-02-14,4.8,3.3,6.1,,,,8.2,,1019.0,
565,2018-02-15,,,,,,,,,,
566,2018-02-16,7.3,5.6,8.9,,,160.0,15.4,,,
567,2018-02-17,8.2,6.1,10.6,,,169.0,21.7,,,
568,2018-02-18,2.7,0.6,5.6,,,,23.6,,,
569,2018-02-19,0.9,-1.1,2.8,0.0,,,12.8,,1022.3,
570,2018-02-20,0.6,-1.7,2.8,0.0,,,,,1023.6,
571,2018-02-21,-0.5,-3.9,2.2,,,,5.3,,,
572,2018-02-22,0.5,-2.2,3.9,,,,9.7,,1027.0,
573,2018-02-23,0.1,-3.9,4.4,,,140.0,11.4,,,
574,2018-02-24,4.8,2.8,6.7,,,,9.4,,,
575,2018-02-25,5.4,3.3,6.7,,,,16.2,,1012.1,
576,2018-02-26,3.5,-0.6,8.3,0.0,,,4.8,,1021.4,
577,2018-02-27,5.8,2.8,8.9,,,,12.8,,,
578,2018-02-28,6.5,4.4,8.9,,,,9.2,,1008.9,
579,2018-03-01,6.8,2.8,10.6,,,,6.8,,1000.3,
580,2018-03-02,5.2,2.8,8.3,,,,5.3,,1005.5,
581,2018-03-03,5.1,0.0,10.6,0.0,,,9.2,,1013.9,
582,2018-03-04,4.3,0.6,9.4,,,,8.2,,1022.1,
583,2018-03-05,6.7,4.4,9.4,0.0,,,6.2,,1028.8,
584,2018-03-06,6.7,1.7,11.1,0.0,,,9.9,,1026.8,
585,2018-03-07,6.1,1.7,10.0,0.3,,,12.4,,1016.6,
586,2018-03-08,8.2,5.0,12.2,,,,9.9,,1006.5,
587,2018-03-09,7.5,3.9,10.0,,,,9.6,,1016.6,
588,2018-03-10,6.5,0.0,14.4,0.0,,,7.0,,,
589,2018-03-11,,,,,,,,,,
590,2018-03-12,13.6,5.0,22.8,0.0,,,,,1016.1,
591,2018-03-13,14.3,8.3,19.4,,,,12.9,,,
592,2018-03-14,,,,,,,,,,
593,2018-03-15,6.8,0.6,13.3,0.0,,,8.6,,1009.4,
594,2018-03-16,8.4,1.7,13.9,0.0,,,9.7,,1010.1,
595,2018-03-17,7.9,2.8,13.3,0.0,,,8.1,,1013.1,
596,2018-03-18,8.9,5.0,13.3,0.0,,,5.6,,1021.1,
597,2018-03-19,7.7,2.8,12.2,0.0,,,5.2,,1024.1,
598,2018-03-20,6.9,0.6,12.8,0.0,,,6.4,,1018.3,
599,2018-03-21,7.9,1.7,15.0,,,,4.2,,1006.6,
600,2018-03-22,7.0,4.4,9.4,,,,9.6,,,
601,2018-03-23,5.6,2.8,9.4,,,,8.3,,1010.1,
602,2018-03-24,6.2,1.7,9.4,,,,6.5,,1012.2,
603,2018-03-25,6.6,2.2,11.7,,,,7.2,,,
604,2018-03-26,7.4,5.6,8.9,,,155.0,16.4,,1024.9,
605,2018-03-27,10.1,7.8,12.2,,,165.0,17.8,,1027.1,
606,2018-03-28,9.3,7.2,11.7,,,,7.5,,,
607,2018-03-29,10.4,7.8,13.9,0.0,,,9.0,,1027.9,
608,2018-03-30,11.6,9.4,15.0,,,,11.4,,1023.1,
609,2018-03-31,10.7,7.8,15.0,0.0,,,8.3,,,
610,2018-04-01,7.9,3.9,10.6,,,,15.7,,1014.4,
611,2018-04-02,7.1,3.3,12.2,0.0,,,12.7,,1017.4,
612,2018-04-03,8.4,5.6,10.6,0.0,,,7.4,,1019.1,
613,2018-04-04,7.8,5.6,9.4,,,,4.2,,1018.4,
614,2018-04-05,10.5,8.3,13.9,,,,5.0,,,
615,2018-04-06,13.5,10.6,17.8,,,,6.8,,1007.9,
616,2018-04-07,12.3,10.6,17.2,,,,11.4,,997.5,
617,2018-04-08,9.9,8.9,11.7,,,153.0,15.9,,,
618,2018-04-09,11.7,7.8,16.7,0.0,,,9.7,,1021.9,
619,2018-04-10,12.5,8.9,16.7,,,,11.2,,1011.6,
620,2018-04-11,10.3,7.2,13.9,,,,8.7,,1008.2,
621,2018-04-12,8.3,6.1,11.7,,,,12.4,,1014.0,
622,2018-04-13,9.7,6.7,12.8,,,145.0,14.3,,,
623,2018-04-14,10.1,8.9,12.2,,,,5.8,,,
624,2018-04-15,8.9,7.2,10.6,,,,13.0,,,
625,2018-04-16,7.7,6.1,8.9,,,,16.4,,1005.8,
626,2018-04-17,9.5,6.7,12.2,,,,17.2,,,
627,2018-04-18,9.4,5.6,14.4,,,,8.6,,1023.4,
628,2018-04-19,10.5,3.9,16.7,0.0,,,5.1,,1024.5,
629,2018-04-20,12.0,6.1,17.2,0.0,,,6.2,,1023.9,
630,2018-04-21,10.8,8.3,13.9,,,,12.3,,1027.8,
631,2018-04-22,10.5,7.2,14.4,0.0,,,10.4,,1029.0,
632,2018-04-23,12.6,5.0,19.4,0.0,,,13.0,,1026.2,
633,2018-04-24,16.8,9.4,26.1,0.0,,,,,1020.9,
634,2018-04-25,16.6,10.0,23.3,0.0,,,14.1,,1018.8,
635,2018-04-26,17.8,9.4,27.2,0.0,,,10.6,,1015.0,
636,2018-04-27,12.9,11.1,16.7,,,173.0,13.3,,1014.0,
637,2018-04-28,11.0,9.4,13.3,,,,9.3,,,
638,2018-04-29,12.7,9.4,17.2,0.0,,,10.1,,1016.5,
639,2018-04-30,11.7,9.4,14.4,,,,8.2,,,
640,2018-05-01,12.6,10.0,16.7,,,,5.3,,1019.6,
641,2018-05-02,13.9,7.2,20.0,0.0,,,6.1,,1019.9,
642,2018-05-03,15.9,9.4,24.4,0.0,,,7.3,,1020.2,
643,2018-05-04,13.8,11.7,17.8,,,,7.9,,,
644,2018-05-05,14.8,10.6,20.0,,,319.0,14.8,,1020.3,
645,2018-05-06,17.1,12.8,23.9,0.0,,,7.3,,1016.3,
646,2018-05-07,15.9,12.8,20.0,0.0,,,8.2,,1022.7,
647,2018-05-08,17.2,10.6,25.6,,,,6.8,,1016.5,
648,2018-05-09,15.9,13.9,19.4,,,,11.5,,1017.6,
649,2018-05-10,13.2,11.1,16.7,,,,8.3,,,
650,2018-05-11,14.3,11.1,18.9,0.0,,,4.1,,1024.0,
651,2018-05-12,16.5,8.9,23.3,0.0,,,8.6,,1019.3,
652,2018-05-13,19.8,11.7,28.3,0.0,,,7.0,,1013.9,
653,2018-05-14,21.6,13.9,29.4,0.0,,,7.6,,1012.9,
654,2018-05-15,17.2,13.3,21.7,0.0,,,10.3,,1013.7,
655,2018-05-16,16.0,13.9,20.0,0.0,,,9.8,,1017.4,
656,2018-05-17,15.3,12.8,18.3,0.0,,,,,1018.7,
657,2018-05-18,15.4,12.8,18.9,,,,6.2,,1017.7,
658,2018-05-19,17.4,14.4,22.2,,,,5.7,,1015.8,
659,2018-05-20,15.7,12.8,19.4,,,,,,,
660,2018-05-21,16.6,12.2,21.7,0.0,,322.0,12.9,,1017.7,
661,2018-05-22,18.7,12.2,25.0,0.0,,319.0,13.3,,1013.2,
662,2018-05-23,20.3,13.9,26.1,0.0,,,9.7,,1009.7,
663,2018-05-24,17.0,13.9,21.1,,,,8.9,,1017.1,
664,2018-05-25,15.6,12.2,20.0,0.0,,,10.1,,,
665,2018-05-26,15.5,11.7,18.9,,,,6.3,,,
666,2018-05-27,17.1,10.0,23.9,0.0,,,8.0,,,
667,2018-05-28,16.3,11.7,21.1,0.0,,,8.3,,1023.4,
668,2018-05-29,14.3,11.7,17.8,,,,,,1019.8,
669,2018-05-30,14.1,10.0,18.9,0.0,,,9.7,,,
670,2018-05-31,13.6,11.1,17.2,0.0,,,6.3,,1013.6,
671,2018-06-01,15.1,10.0,20.0,0.0,,,,,1022.6,
672,2018-06-02,18.2,12.2,24.4,0.0,,,8.8,,1023.0,
673,2018-06-03,15.3,12.8,18.3,,,,6.7,,,
674,2018-06-04,14.4,11.1,18.3,,,,7.9,,1018.8,
675,2018-06-05,15.5,10.0,20.6,0.0,,,,,1016.5,
676,2018-06-06,17.2,10.0,24.4,0.0,,,8.4,,1014.0,
677,2018-06-07,16.5,13.9,20.0,0.0,,,10.2,,,
678,2018-06-08,15.1,12.8,17.8,,,,7.0,,1016.7,
679,2018-06-09,13.3,10.6,16.7,,,,7.5,,,
680,2018-06-10,13.0,10.0,17.2,,,,12.8,,1018.2,
681,2018-06-11,14.5,8.9,20.0,0.0,,,5.1,,1022.4,
682,2018-06-12,15.2,8.3,20.0,,,,7.6,,1018.1,
683,2018-06-13,16.1,12.8,20.0,,,,11.3,,1013.7,
684,2018-06-14,15.9,13.3,18.9,0.0,,,8.2,,,
685,2018-06-15,16.8,10.0,22.2,0.0,,,10.5,,1015.1,
686,2018-06-16,18.5,11.7,24.4,,,,8.6,,,
687,2018-06-17,22.2,14.4,29.4,0.0,,,8.4,,1013.2,
688,2018-06-18,23.3,15.6,31.1,0.0,,,7.7,,1013.9,
689,2018-06-19,22.3,15.0,30.0,0.0,,,7.7,,1017.1,
690,2018-06-20,24.1,18.9,29.4,0.0,,,7.5,,1013.9,
691,2018-06-21,18.0,16.1,21.1,0.0,,,10.7,,1019.7,
692,2018-06-22,17.5,15.6,20.6,,,,9.2,,1021.4,
693,2018-06-23,17.4,14.4,22.8,,,,6.1,,,
694,2018-06-24,18.3,12.8,25.0,0.0,,,11.9,,1015.4,
695,2018-06-25,17.7,14.4,22.8,,,,,,,
696,2018-06-26,17.4,13.3,22.2,0.0,,,10.3,,,
697,2018-06-27,16.8,13.3,20.0,0.0,,,8.3,,1018.4,
698,2018-06-28,16.6,13.9,19.4,0.0,,,6.9,,,
699,2018-06-29,18.3,14.4,22.2,,,,7.7,,1020.2,
700,2018-06-30,17.2,15.0,18.9,,,,10.7,,1022.4,
701,2018-07-01,16.9,14.4,21.1,,,,11.7,,1022.8,
702,2018-07-02,16.7,12.8,21.1,0.0,,,7.8,,1022.9,
703,2018-07-03,17.5,10.6,23.9,0.0,,,9.8,,1020.4,
704,2018-07-04,21.0,14.4,28.9,,,,,,1014.1,
705,2018-07-05,22.4,16.1,29.4,0.0,,,9.6,,1017.4,
706,2018-07-06,20.6,15.0,26.1,,,,10.6,,1020.5,
707,2018-07-07,19.6,16.1,23.9,0.0,,,8.4,,1022.4,
708,2018-07-08,20.5,13.3,26.1,0.0,,,12.4,,1018.7,
709,2018-07-09,18.8,15.0,22.8,,,,9.2,,1020.7,
710,2018-07-10,19.0,15.6,23.9,0.0,,,9.1,,,
711,2018-07-11,21.0,15.0,26.7,0.0,,,12.1,,1022.0,
712,2018-07-12,23.4,15.0,30.6,0.0,,,10.0,,1018.2,
713,2018-07-13,23.8,17.8,29.4,0.0,,,11.6,,1017.5,
714,2018-07-14,23.4,16.7,29.4,0.0,,,12.0,,1019.3,
715,2018-07-15,25.5,16.7,32.8,0.0,,,12.8,,1015.8,
716,2018-07-16,24.9,16.7,32.2,0.0,,,8.2,,1015.7,
717,2018-07-17,22.9,16.7,30.0,0.0,,,10.6,,1016.7,
718,2018-07-18,20.4,17.2,26.1,0.0,,,,,1021.1,
719,2018-07-19,17.6,15.0,20.0,0.0,,,9.7,,,
720,2018-07-20,18.8,14.4,23.3,0.0,,,9.4,,1021.4,
721,2018-07-21,19.7,12.8,25.6,0.0,,,,,1021.3,
722,2018-07-22,22.4,13.3,30.0,0.0,,,10.3,,1021.5,
723,2018-07-23,24.7,16.1,32.2,0.0,,,10.2,,1018.9,
724,2018-07-24,24.4,16.7,31.1,0.0,,,9.1,,1019.2,
725,2018-07-25,24.9,16.7,31.7,0.0,,,8.0,,1020.1,
726,2018-07-26,25.7,17.2,33.3,0.0,,,6.2,,1018.4,
727,2018-07-27,23.6,16.7,30.6,0.0,,,7.7,,1016.2,
728,2018-07-28,22.8,16.7,29.4,0.0,,,,,1016.8,
729,2018-07-29,25.2,17.2,33.3,0.0,,,8.9,,1016.6,
730,2018-07-30,25.4,19.4,31.7,0.0,,,8.3,,1015.5,
731,2018-07-31,21.1,16.7,27.8,0.0,,,10.1,,1016.6,
732,2018-08-01,19.5,16.7,25.0,0.0,,,,,1016.9,
733,2018-08-02,17.9,15.6,21.7,,,,10.5,,1017.8,
734,2018-08-03,19.2,15.6,23.3,,,,7.5,,1019.3,
735,2018-08-04,20.4,13.9,26.7,0.0,,,11.1,,1016.8,
736,2018-08-05,22.0,15.0,29.4,0.0,,,8.6,,1016.1,
737,2018-08-06,23.4,16.7,30.6,0.0,,,11.2,,1018.5,
738,2018-08-07,24.5,16.7,32.2,0.0,,,11.4,,1015.9,
739,2018-08-08,25.4,17.2,33.9,0.0,,,7.2,,1012.4,
740,2018-08-09,25.2,18.3,32.8,0.0,,,9.0,,,
741,2018-08-10,23.4,18.3,28.9,0.0,,,11.2,,1013.8,
742,2018-08-11,20.3,17.8,23.3,,,162.0,13.3,,1017.8,
743,2018-08-12,19.6,16.7,22.8,0.0,,,9.7,,1021.0,
744,2018-08-13,20.4,15.6,25.6,0.0,,322.0,15.0,,1018.0,
745,2018-08-14,22.5,15.6,28.9,0.0,,,9.2,,1013.0,
746,2018-08-15,23.0,16.7,30.0,0.0,,,5.7,,,
747,2018-08-16,19.2,16.1,23.3,0.0,,,5.9,,,
748,2018-08-17,18.6,13.9,23.3,0.0,,,7.9,,1023.2,
749,2018-08-18,19.9,12.8,26.7,0.0,,,7.8,,1022.2,
750,2018-08-19,20.8,15.0,25.6,0.0,,,9.4,,,
751,2018-08-20,21.1,15.6,26.7,0.0,,,6.0,,,
752,2018-08-21,23.6,16.7,31.1,0.0,,,7.6,,,
753,2018-08-22,22.3,15.6,31.1,0.0,,,7.5,,1013.6,
754,2018-08-23,18.6,15.6,23.3,,,,11.6,,,
755,2018-08-24,17.3,14.4,21.1,0.0,,,9.0,,1018.6,
756,2018-08-25,15.2,11.1,18.3,,,,4.3,,1018.6,
757,2018-08-26,16.5,15.0,18.9,,,,8.2,,,
758,2018-08-27,18.1,15.0,23.9,,,,6.3,,,
759,2018-08-28,19.7,12.2,27.8,0.0,,,6.1,,,
760,2018-08-29,19.0,13.9,25.6,0.0,,,7.8,,1012.8,
761,2018-08-30,19.6,16.7,23.9,0.0,,,7.8,,1016.6,
762,2018-08-31,18.7,16.1,21.7,0.0,,,9.6,,,
763,2018-09-01,18.3,15.6,22.2,0.0,,,8.0,,1020.4,
764,2018-09-02,17.9,10.6,24.4,0.0,,,9.2,,1019.2,
765,2018-09-03,19.0,16.1,23.3,0.0,,,9.9,,,
766,2018-09-04,18.1,10.6,23.9,0.0,,,10.4,,1019.1,
767,2018-09-05,20.0,12.2,27.2,0.0,,,9.2,,1015.5,
768,2018-09-06,20.8,12.8,29.4,0.0,,,,,1017.1,
769,2018-09-07,18.2,13.3,25.0,,,,6.4,,1018.8,
770,2018-09-08,18.3,15.0,22.2,,,,8.6,,1018.5,
771,2018-09-09,19.0,14.4,23.9,1.5,,,9.2,,,
772,2018-09-10,17.6,15.6,21.1,,,,11.7,,,
773,2018-09-11,16.7,14.4,20.0,,,,9.0,,,
774,2018-09-12,16.1,13.3,20.6,,,,7.4,,1013.9,
775,2018-09-13,16.6,13.9,20.6,,,,8.6,,1015.1,
776,2018-09-14,15.9,13.3,20.6,,,,,,1015.1,
777,2018-09-15,14.5,11.7,18.3,,,,6.6,,1012.1,
778,2018-09-16,15.0,12.8,18.9,,,,10.1,,1013.6,
779,2018-09-17,14.2,9.4,18.9,0.0,,,8.7,,,
780,2018-09-18,13.9,7.8,20.0,0.0,,,6.4,,,
781,2018-09-19,14.7,8.9,20.6,,,,6.7,,,
782,2018-09-20,15.6,12.8,18.9,,,,5.4,,1020.3,
783,2018-09-21,18.5,15.6,22.8,,,,8.1,,,
784,2018-09-22,17.2,13.9,21.1,,,,14.6,,,
785,2018-09-23,14.8,11.7,18.9,,,,,,,
786,2018-09-24,14.0,9.4,19.4,0.0,,,9.4,,1024.7,
787,2018-09-25,14.5,8.3,20.0,0.0,,,10.0,,1025.1,
788,2018-09-26,15.2,9.4,21.1,0.0,,,9.9,,1023.0,
789,2018-09-27,16.5,10.0,22.2,0.0,,,10.3,,1017.3,
790,2018-09-28,18.7,14.4,25.0,0.0,,324.0,15.5,,1010.3,
791,2018-09-29,16.1,11.1,20.0,,,,6.9,,,
792,2018-09-30,16.0,13.9,18.9,,,,4.9,,1010.7,
793,2018-10-01,15.5,14.4,16.7,,,,7.3,,,
794,2018-10-02,14.0,10.0,17.2,,,,12.7,,,
795,2018-10-03,10.0,5.6,14.4,0.0,,,8.9,,1016.0,
796,2018-10-04,11.7,8.9,15.6,0.0,,,5.7,,,
797,2018-10-05,9.8,7.2,12.2,,,,5.4,,1016.7,
798,2018-10-06,11.8,10.0,14.4,0.0,,,5.6,,1020.2,
799,2018-10-07,11.2,8.9,13.9,,,,4.3,,1022.3,
800,2018-10-08,13.0,11.7,14.4,,,,1.7,,,
801,2018-10-09,13.0,10.6,15.6,,,,9.9,,,
802,2018-10-10,13.0,10.0,17.2,0.0,,,6.9,,1017.3,
803,2018-10-11,11.2,7.2,16.7,0.0,,,3.8,,,
804,2018-10-12,11.4,6.7,17.2,0.0,,,6.0,,1020.4,
805,2018-10-13,12.6,8.9,17.2,0.0,,,10.2,,1024.5,
806,2018-10-14,11.5,5.0,19.4,0.0,,,7.1,,1028.4,
807,2018-10-15,11.4,4.4,18.9,0.0,,,6.7,,1027.7,
808,2018-10-16,12.0,5.6,21.7,0.0,,,2.9,,1025.7,
809,2018-10-17,11.6,6.1,21.7,0.0,,,2.3,,1021.7,
810,2018-10-18,12.1,6.7,20.6,0.0,,,3.7,,1022.0,
811,2018-10-19,10.4,6.1,16.7,0.0,,,3.8,,,
812,2018-10-20,9.6,5.6,13.9,0.0,,,5.1,,1022.2,
813,2018-10-21,8.0,5.6,13.3,0.0,,,1.2,,,
814,2018-10-22,8.3,6.1,12.8,0.0,,,1.7,,1014.8,
815,2018-10-23,9.6,6.1,13.3,,,,8.6,,,
816,2018-10-24,11.9,7.8,15.6,,,,4.8,,1018.1,
817,2018-10-25,13.2,11.7,14.4,,,,3.4,,1017.7,
818,2018-10-26,14.9,11.7,17.2,,,,8.4,,,
819,2018-10-27,10.5,6.7,13.9,,,,4.1,,,
820,2018-10-28,12.0,10.0,14.4,,,,,,1013.3,
821,2018-10-29,10.1,6.7,13.3,0.0,,,6.6,,1021.7,
822,2018-10-30,11.0,7.2,15.0,,,,4.4,,1026.0,
823,2018-10-31,13.1,10.0,15.6,,,,7.6,,1019.1,
824,2018-11-01,16.0,14.4,17.2,,,,15.1,,1019.8,
825,2018-11-02,15.0,13.3,16.7,,,,14.2,,1019.6,
826,2018-11-03,13.1,12.8,13.9,,,150.0,11.5,,,
827,2018-11-04,13.6,12.2,16.1,,,,13.3,,1014.2,
828,2018-11-05,12.3,10.6,13.9,,,,12.5,,,
829,2018-11-06,11.0,8.9,13.9,,,,8.6,,,
830,2018-11-07,8.4,3.9,11.7,,,,3.5,,1029.9,
831,2018-11-08,4.6,1.1,10.0,0.0,,,3.8,,,
832,2018-11-09,3.9,1.1,6.7,,,,3.2,,1027.7,
833,2018-11-10,6.2,2.8,10.6,,,,4.9,,,
834,2018-11-11,5.3,0.6,10.6,0.0,,,9.8,,,
835,2018-11-12,8.0,1.1,16.1,0.0,,,6.1,,1029.7,
836,2018-11-13,8.1,3.9,13.3,,,,7.9,,1027.9,
837,2018-11-14,10.9,7.2,14.4,,,,8.5,,,
838,2018-11-15,12.2,10.0,13.9,,,,7.9,,,
839,2018-11-16,11.6,9.4,13.3,,,,11.6,,,
