Date,tavg,tmin,tmax,prcp,Day of Week,Month,Wthr Desc.,Things Watched
2021-11-15,55.22,44.06,64.04,9.1,Monday,November,bad,0.0
2021-11-16,43.34,35.06,50.0,0.0,Tuesday,November,bad,0.0
2021-11-17,41.36,33.08,53.06,0.0,Wednesday,November,bad,0.0
2021-11-18,45.32,42.98,48.92,0.0,Thursday,November,bad,0.0
2021-11-19,44.24,42.08,46.94,0.8,Friday,November,bad,1.0
2021-11-20,43.34,39.02,48.92,0.0,Saturday,November,bad,0.0
2021-11-21,39.92,35.96,48.02,0.0,Sunday,November,bad,0.0
2021-11-22,40.46,33.08,46.94,1.9,Monday,November,bad,0.0
2021-11-23,44.78,42.08,48.92,9.6,Tuesday,November,bad,1.0
2021-11-24,42.98,35.96,48.02,1.4,Wednesday,November,bad,3.0
2021-11-25,45.5,42.98,48.02,18.2,Thursday,November,bad,0.0
2021-11-26,50.0,46.04,55.04,6.5,Friday,November,bad,0.0
2021-11-27,51.44,48.02,60.08,9.3,Saturday,November,bad,0.0
2021-11-28,58.28,55.04,62.06,7.5,Sunday,November,bad,0.0
2021-11-29,55.22,53.06,59.0,0.0,Monday,November,good,0.0
2021-11-30,54.5,51.98,55.94,5.5,Tuesday,November,bad,0.0
2021-12-01,56.84,55.04,59.0,0.0,Wednesday,December,good,0.0
2021-12-02,48.02,42.98,55.04,2.0,Thursday,December,bad,0.0
2021-12-03,40.64,39.02,42.98,0.0,Friday,December,bad,0.0
2021-12-04,40.28,35.96,42.98,9.6,Saturday,December,bad,1.0
2021-12-05,37.76,33.08,42.98,0.3,Sunday,December,bad,1.0
2021-12-06,41.18,37.94,44.96,0.7,Monday,December,bad,0.0
2021-12-07,47.12,44.06,50.0,1.3,Tuesday,December,bad,0.0
2021-12-08,44.6,39.92,50.0,2.5,Wednesday,December,bad,0.0
2021-12-09,40.46,37.04,42.98,0.0,Thursday,December,bad,0.0
2021-12-10,43.16,37.94,48.02,6.0,Friday,December,bad,1.0
2021-12-11,44.6,39.92,48.92,18.8,Saturday,December,bad,3.0
2021-12-12,39.56,37.04,42.08,11.4,Sunday,December,bad,0.0
2021-12-13,40.64,37.04,42.08,6.0,Monday,December,bad,0.0
2021-12-14,37.58,33.08,41.0,1.9,Tuesday,December,bad,2.0
2021-12-15,40.64,37.04,44.06,1.6,Wednesday,December,bad,1.0
2021-12-16,40.64,37.94,44.96,0.1,Thursday,December,bad,0.0
2021-12-17,39.38,35.06,44.96,1.4,Friday,December,bad,0.0
2021-12-18,42.44,37.04,51.08,14.9,Saturday,December,bad,1.0
2021-12-19,41.36,37.94,46.04,0.0,Sunday,December,bad,2.0
2021-12-20,37.4,35.96,39.02,6.4,Monday,December,bad,5.0
2021-12-21,37.4,35.06,39.02,4.2,Tuesday,December,bad,3.0
2021-12-22,46.22,39.92,50.0,10.5,Wednesday,December,bad,4.0
2021-12-23,42.26,39.92,44.96,7.6,Thursday,December,bad,3.0
2021-12-24,39.74,37.04,42.08,12.2,Friday,December,bad,2.0
2021-12-25,36.32,33.08,37.94,6.2,Saturday,December,bad,3.0
2021-12-26,27.5,23.0,33.08,15.0,Sunday,December,bad,5.0
2021-12-27,21.74,19.04,24.08,0.4,Monday,December,bad,1.0
2021-12-28,27.68,24.08,30.02,0.2,Tuesday,December,bad,3.0
2021-12-29,27.86,24.98,30.02,0.5,Wednesday,December,bad,0.0
2021-12-30,32.54,28.04,35.06,8.0,Thursday,December,bad,0.0
2021-12-31,29.12,21.92,33.98,0.0,Friday,December,bad,0.0
2022-01-01,28.22,19.94,33.98,0.0,Saturday,January,bad,3.0
2022-01-02,34.7,30.02,39.92,14.8,Sunday,January,bad,3.0
2022-01-03,36.5,33.98,42.08,13.7,Monday,January,bad,5.0
2022-01-04,38.3,35.96,42.08,3.1,Tuesday,January,bad,2.0
2022-01-05,37.76,35.96,39.92,8.3,Wednesday,January,bad,2.0
2022-01-06,46.04,37.04,51.98,30.2,Thursday,January,bad,4.0
2022-01-07,44.42,39.92,48.02,8.7,Friday,January,bad,6.0
2022-01-08,41.18,35.06,46.04,0.0,Saturday,January,bad,1.0
2022-01-09,38.48,30.92,48.92,0.0,Sunday,January,bad,0.0
2022-01-10,41.0,33.98,48.02,3.0,Monday,January,bad,0.0
2022-01-11,49.82,46.04,53.06,32.5,Tuesday,January,bad,0.0
2022-01-12,51.8,44.96,55.94,5.2,Wednesday,January,bad,0.0
2022-01-13,47.12,37.4,55.04,10.8,Thursday,January,bad,0.0
2022-01-14,43.34,37.76,51.98,0.0,Friday,January,bad,0.0
2022-01-15,41.54,39.02,44.06,0.0,Saturday,January,bad,0.0
2022-01-16,41.54,39.92,44.06,0.0,Sunday,January,bad,0.0
2022-01-17,44.42,39.92,50.0,0.8,Monday,January,bad,4.0
2022-01-18,47.12,46.04,48.02,0.7,Tuesday,January,bad,1.0
2022-01-19,46.58,42.98,50.0,2.5,Wednesday,January,bad,0.0
2022-01-20,49.46,42.08,53.06,8.4,Thursday,January,bad,2.0
2022-01-21,43.34,35.96,48.92,0.0,Friday,January,bad,0.0
2022-01-22,37.58,35.06,42.98,0.0,Saturday,January,bad,0.0
2022-01-23,36.68,35.96,37.94,0.0,Sunday,January,bad,0.0
2022-01-24,36.86,35.96,39.92,0.0,Monday,January,bad,0.0
2022-01-25,37.04,33.98,42.08,0.0,Tuesday,January,bad,0.0
2022-01-26,35.06,33.08,39.02,0.0,Wednesday,January,bad,0.0
2022-01-27,35.96,32.0,44.96,0.0,Thursday,January,bad,2.0
2022-01-28,37.94,28.94,53.06,0.0,Friday,January,bad,0.0
2022-01-29,41.18,30.02,55.04,0.0,Saturday,January,bad,1.0
2022-01-30,45.14,41.0,53.96,4.7,Sunday,January,bad,0.0
2022-01-31,42.26,39.02,46.94,0.0,Monday,January,bad,0.0
2022-02-01,39.2,33.98,44.06,0.0,Tuesday,February,bad,1.0
2022-02-02,38.3,33.08,44.06,0.0,Wednesday,February,bad,0.0
2022-02-03,45.5,42.98,50.0,1.3,Thursday,February,bad,0.0
2022-02-04,45.5,41.0,50.0,0.3,Friday,February,bad,1.0
2022-02-05,44.42,37.94,46.94,0.0,Saturday,February,bad,1.0
2022-02-06,41.9,35.96,52.52,0.0,Sunday,February,bad,0.0
2022-02-07,46.22,37.94,53.06,0.3,Monday,February,bad,0.0
2022-02-08,46.04,41.0,50.0,0.0,Tuesday,February,bad,0.0
2022-02-09,47.66,42.08,53.96,0.0,Wednesday,February,bad,0.0
2022-02-10,45.68,42.98,48.02,0.0,Thursday,February,bad,0.0
2022-02-11,46.4,42.98,50.0,0.0,Friday,February,bad,1.0
2022-02-12,44.42,37.94,55.04,0.0,Saturday,February,bad,0.0
2022-02-13,42.44,30.92,57.92,0.0,Sunday,February,bad,0.0
2022-02-14,46.04,44.06,48.02,5.0,Monday,February,bad,0.0
2022-02-15,45.14,42.98,48.02,0.0,Tuesday,February,bad,0.0
2022-02-16,45.68,39.02,51.08,0.1,Wednesday,February,bad,0.0
2022-02-17,43.7,37.94,48.92,0.0,Thursday,February,bad,0.0
2022-02-18,46.04,42.98,50.0,0.0,Friday,February,bad,1.0
2022-02-19,44.96,42.08,48.02,0.0,Saturday,February,bad,0.0
2022-02-20,42.62,37.94,48.02,11.1,Sunday,February,bad,2.0
2022-02-21,38.66,33.08,42.98,0.0,Monday,February,bad,0.0
2022-02-22,33.26,28.94,35.96,0.0,Tuesday,February,bad,1.0
2022-02-23,31.1,24.98,37.94,0.0,Wednesday,February,bad,0.0
2022-02-24,34.52,30.02,41.0,0.2,Thursday,February,bad,5.0
2022-02-25,35.24,24.98,46.94,0.0,Friday,February,bad,3.0
2022-02-26,41.72,32.0,51.08,5.1,Saturday,February,bad,0.0
2022-02-27,46.22,42.08,48.92,18.4,Sunday,February,bad,0.0
2022-02-28,51.62,48.02,55.94,46.2,Monday,February,bad,1.0
2022-03-01,52.7,45.5,59.0,2.7,Tuesday,March,bad,0.0
2022-03-02,48.02,43.34,51.98,6.9,Wednesday,March,bad,0.0
2022-03-03,45.86,42.98,50.0,1.7,Thursday,March,bad,0.0
2022-03-04,45.32,42.98,48.92,0.3,Friday,March,bad,5.0
2022-03-05,44.24,39.02,51.08,0.0,Saturday,March,bad,0.0
2022-03-06,40.82,32.0,51.08,0.0,Sunday,March,bad,0.0
2022-03-07,41.72,33.98,48.92,0.0,Monday,March,bad,0.0
2022-03-08,44.06,37.04,48.02,2.6,Tuesday,March,bad,0.0
2022-03-09,40.1,33.08,46.94,0.1,Wednesday,March,bad,0.0
2022-03-10,39.2,30.02,46.94,0.0,Thursday,March,bad,0.0
2022-03-11,44.42,39.02,51.08,0.0,Friday,March,bad,3.0
2022-03-12,47.3,39.92,57.92,0.5,Saturday,March,bad,10.0
2022-03-13,,,,,Sunday,March,bad,0.0
2022-03-14,46.58,44.96,50.0,11.6,Monday,March,bad,5.0
2022-03-15,48.2,44.96,53.96,4.3,Tuesday,March,bad,0.0
2022-03-16,48.2,44.06,55.04,0.0,Wednesday,March,bad,0.0
2022-03-17,47.3,42.98,51.98,1.4,Thursday,March,bad,0.0
2022-03-18,50.0,46.04,57.2,5.9,Friday,March,bad,0.0
2022-03-19,46.04,42.8,51.8,9.1,Saturday,March,bad,0.0
2022-03-20,44.24,41.0,50.0,4.5,Sunday,March,bad,1.0
2022-03-21,46.4,42.8,51.8,12.3,Monday,March,bad,4.0
2022-03-22,54.14,48.2,64.4,0.2,Tuesday,March,good,0.0
2022-03-23,50.72,42.8,55.4,10.4,Wednesday,March,bad,0.0
2022-03-24,45.5,35.6,55.4,0.0,Thursday,March,bad,0.0
2022-03-25,50.9,44.6,60.8,0.0,Friday,March,good,0.0
2022-03-26,53.06,48.2,60.8,1.0,Saturday,March,good,0.0
2022-03-27,54.5,46.4,64.4,0.0,Sunday,March,good,0.0
2022-03-28,52.34,50.0,55.4,0.4,Monday,March,good,0.0
2022-03-29,52.34,48.2,60.8,0.1,Tuesday,March,good,0.0
2022-03-30,49.1,44.6,57.2,1.7,Wednesday,March,bad,0.0
2022-03-31,47.66,42.8,53.6,0.9,Thursday,March,bad,4.0
2022-04-01,48.38,42.8,53.6,1.9,Friday,April,bad,2.0
2022-04-02,50.0,44.6,57.2,3.3,Saturday,April,bad,0.0
2022-04-03,49.46,46.4,53.6,6.8,Sunday,April,bad,0.0
2022-04-04,45.86,41.0,48.2,16.5,Monday,April,bad,3.0
2022-04-05,45.68,39.2,53.6,0.8,Tuesday,April,bad,1.0
2022-04-06,47.84,35.6,60.8,0.0,Wednesday,April,bad,0.0
2022-04-07,57.74,44.6,71.6,0.0,Thursday,April,good,0.0
2022-04-08,50.18,44.6,59.0,10.2,Friday,April,bad,2.0
2022-04-09,43.52,37.4,48.2,6.4,Saturday,April,bad,2.0
