Date,tavg,tmin,tmax,prcp,Day of Week,Month,Wthr Desc.,Things Watched
2019-09-21,62.6,57.02,68.0,0.0,Saturday,September,good,3.0
2019-09-22,62.24,60.08,64.94,,Sunday,September,bad,0.0
2019-09-23,59.9,57.02,62.06,,Monday,September,bad,0.0
2019-09-24,63.86,59.0,69.98,0.0,Tuesday,September,good,3.0
2019-09-25,61.88,55.04,68.0,0.0,Wednesday,September,good,4.0
2019-09-26,63.32,60.08,68.0,,Thursday,September,bad,4.0
2019-09-27,56.3,48.02,64.04,,Friday,September,bad,5.0
2019-09-28,51.62,46.94,60.08,,Saturday,September,bad,0.0
2019-09-29,51.26,46.04,57.02,,Sunday,September,bad,2.0
2019-09-30,49.46,39.92,60.08,0.0,Monday,September,bad,1.0
2019-10-01,49.46,37.94,62.06,0.0,Tuesday,October,bad,1.0
2019-10-02,,,,0.0,Wednesday,October,bad,0.0
2019-10-03,55.58,51.08,62.96,,Thursday,October,bad,0.0
2019-10-04,55.04,50.0,62.06,,Friday,October,bad,5.0
2019-10-05,56.12,51.08,62.96,0.0,Saturday,October,good,1.0
2019-10-06,53.06,44.96,62.96,0.0,Sunday,October,good,0.0
2019-10-07,57.74,48.92,64.94,,Monday,October,bad,2.0
2019-10-08,48.38,44.06,53.06,,Tuesday,October,bad,2.0
2019-10-09,44.6,37.04,51.98,0.0,Wednesday,October,bad,0.0
2019-10-10,45.14,33.98,57.92,0.0,Thursday,October,bad,1.0
2019-10-11,49.82,37.04,64.94,0.0,Friday,October,bad,0.0
2019-10-12,50.54,42.98,59.0,,Saturday,October,bad,8.0
2019-10-13,53.24,48.92,57.92,,Sunday,October,bad,2.0
2019-10-14,51.8,44.96,60.08,0.0,Monday,October,good,3.0
2019-10-15,53.06,44.96,62.06,0.0,Tuesday,October,good,2.0
2019-10-16,54.14,50.0,59.0,,Wednesday,October,bad,6.0
2019-10-17,53.6,51.08,57.02,,Thursday,October,bad,2.0
2019-10-18,50.54,48.92,53.06,,Friday,October,bad,7.0
2019-10-19,48.92,46.04,53.06,,Saturday,October,bad,1.0
2019-10-20,49.28,44.96,53.96,,Sunday,October,bad,1.0
2019-10-21,55.04,51.98,59.0,,Monday,October,bad,5.0
2019-10-22,,,,,Tuesday,October,bad,9.0
2019-10-23,49.1,41.0,57.02,,Wednesday,October,bad,2.0
2019-10-24,51.62,44.06,60.08,,Thursday,October,bad,3.0
2019-10-25,,,,,Friday,October,bad,0.0
2019-10-26,48.74,44.06,53.06,,Saturday,October,bad,8.0
2019-10-27,42.8,33.08,55.04,,Sunday,October,bad,0.0
2019-10-28,42.08,33.98,53.06,,Monday,October,bad,4.0
2019-10-29,42.44,37.94,50.0,,Tuesday,October,bad,0.0
2019-10-30,40.64,30.02,53.06,,Wednesday,October,bad,0.0
2019-10-31,40.64,33.08,51.98,,Thursday,October,bad,3.0
2019-11-01,44.6,33.08,55.94,0.0,Friday,November,bad,2.0
2019-11-02,46.22,35.06,57.02,0.0,Saturday,November,bad,5.0
2019-11-03,45.32,35.96,55.94,0.0,Sunday,November,bad,2.0
2019-11-04,46.58,37.94,55.94,0.0,Monday,November,bad,2.0
2019-11-05,45.32,39.02,55.94,,Tuesday,November,bad,3.0
2019-11-06,46.94,39.92,53.96,,Wednesday,November,bad,1.0
2019-11-07,43.16,35.96,55.94,0.0,Thursday,November,bad,2.0
2019-11-08,46.4,35.96,60.98,0.0,Friday,November,bad,2.0
2019-11-09,50.36,48.02,53.96,,Saturday,November,bad,4.0
2019-11-10,52.16,50.0,53.96,0.0,Sunday,November,good,0.0
2019-11-11,50.72,46.04,57.92,0.0,Monday,November,good,0.0
2019-11-12,50.54,48.02,51.98,,Tuesday,November,bad,2.0
2019-11-13,51.44,48.92,55.04,0.0,Wednesday,November,good,3.0
2019-11-14,50.18,44.96,55.04,0.0,Thursday,November,good,6.0
2019-11-15,52.52,46.94,57.92,,Friday,November,bad,6.0
2019-11-16,51.44,48.02,53.06,,Saturday,November,bad,0.0
2019-11-17,54.14,48.92,59.0,,Sunday,November,bad,0.0
2019-11-18,50.0,48.02,51.08,,Monday,November,bad,1.0
2019-11-19,49.1,42.98,53.06,,Tuesday,November,bad,0.0
2019-11-20,44.06,39.02,48.92,0.0,Wednesday,November,bad,0.0
2019-11-21,37.58,33.08,44.96,0.0,Thursday,November,bad,0.0
2019-11-22,37.04,32.0,44.06,,Friday,November,bad,0.0
2019-11-23,43.34,33.08,53.96,,Saturday,November,bad,0.0
2019-11-24,48.92,44.96,53.06,,Sunday,November,bad,0.0
2019-11-25,42.8,37.94,46.04,,Monday,November,bad,0.0
2019-11-26,40.64,37.04,46.94,,Tuesday,November,bad,0.0
2019-11-27,39.38,32.0,48.02,,Wednesday,November,bad,1.0
2019-11-28,,,,0.0,Thursday,November,bad,0.0
2019-11-29,,,,0.0,Friday,November,bad,1.0
2019-11-30,32.18,23.0,44.06,,Saturday,November,bad,0.0
2019-12-01,42.26,41.0,44.06,,Sunday,December,bad,2.0
2019-12-02,42.44,37.04,48.92,0.0,Monday,December,bad,0.0
2019-12-03,47.48,42.98,51.98,0.0,Tuesday,December,bad,0.0
2019-12-04,47.84,46.04,50.0,,Wednesday,December,bad,0.0
2019-12-05,46.04,44.96,50.0,0.0,Thursday,December,bad,0.0
2019-12-06,47.66,42.98,51.98,0.0,Friday,December,bad,0.0
2019-12-07,47.48,44.96,48.92,,Saturday,December,bad,0.0
2019-12-08,48.2,44.96,51.08,,Sunday,December,bad,3.0
2019-12-09,42.62,41.0,44.06,0.0,Monday,December,bad,0.0
2019-12-10,41.18,39.02,44.06,,Tuesday,December,bad,0.0
2019-12-11,45.5,44.06,48.02,,Wednesday,December,bad,0.0
2019-12-12,47.48,44.96,48.92,,Thursday,December,bad,0.0
2019-12-13,45.5,42.98,48.92,0.2,Friday,December,bad,0.0
2019-12-14,42.44,39.02,44.06,,Saturday,December,bad,2.0
2019-12-15,39.2,37.04,44.06,,Sunday,December,bad,0.0
2019-12-16,40.28,35.96,46.04,,Monday,December,bad,0.0
2019-12-17,39.02,33.98,44.96,0.0,Tuesday,December,bad,0.0
2019-12-18,41.54,37.94,46.04,,Wednesday,December,bad,1.0
2019-12-19,44.96,39.92,53.06,,Thursday,December,bad,0.0
2019-12-20,51.44,48.02,53.96,54.5,Friday,December,bad,0.0
2019-12-21,44.96,42.98,51.08,,Saturday,December,bad,0.0
2019-12-22,41.72,39.02,44.06,,Sunday,December,bad,0.0
2019-12-23,41.18,37.04,44.06,,Monday,December,bad,0.0
2019-12-24,36.32,30.92,39.02,0.0,Tuesday,December,bad,0.0
2019-12-25,35.6,30.02,42.08,0.0,Wednesday,December,bad,0.0
2019-12-26,32.54,28.04,35.96,,Thursday,December,bad,0.0
2019-12-27,39.74,35.96,44.06,,Friday,December,bad,0.0
2019-12-28,43.16,39.92,46.94,,Saturday,December,bad,0.0
2019-12-29,43.7,39.02,50.0,,Sunday,December,bad,0.0
2019-12-30,45.14,41.0,48.92,,Monday,December,bad,0.0
2019-12-31,,,,,Tuesday,December,bad,1.0
2020-01-01,50.36,44.96,53.06,0.0,Wednesday,January,good,0.0
2020-01-02,43.34,41.0,50.0,,Thursday,January,bad,0.0
2020-01-03,50.54,46.04,60.98,,Friday,January,bad,2.0
2020-01-04,43.34,41.0,46.04,,Saturday,January,bad,1.0
2020-01-05,43.16,41.0,48.02,,Sunday,January,bad,2.0
2020-01-06,46.58,41.0,50.0,,Monday,January,bad,3.0
2020-01-07,50.54,48.02,55.04,,Tuesday,January,bad,1.0
2020-01-08,40.82,33.98,46.04,,Wednesday,January,bad,1.0
2020-01-09,34.88,32.0,39.02,,Thursday,January,bad,1.0
2020-01-10,39.74,33.98,44.96,,Friday,January,bad,0.0
2020-01-11,43.52,39.02,44.96,,Saturday,January,bad,1.0
2020-01-12,40.28,35.06,44.96,,Sunday,January,bad,1.0
2020-01-13,33.08,30.02,35.96,,Monday,January,bad,2.0
2020-01-14,30.92,28.94,35.06,,Tuesday,January,bad,4.0
2020-01-15,36.68,32.0,39.92,,Wednesday,January,bad,7.0
2020-01-16,38.84,35.06,44.06,,Thursday,January,bad,3.0
2020-01-17,36.68,30.02,42.08,,Friday,January,bad,5.0
2020-01-18,43.16,39.02,48.92,,Saturday,January,bad,3.0
2020-01-19,47.66,42.98,53.06,,Sunday,January,bad,6.0
2020-01-20,48.56,44.06,53.96,0.0,Monday,January,bad,5.0
2020-01-21,47.84,44.96,53.06,,Tuesday,January,bad,2.0
2020-01-22,45.32,44.06,48.02,,Wednesday,January,bad,7.0
2020-01-23,49.82,46.94,51.98,,Thursday,January,bad,5.0
2020-01-24,48.2,46.04,51.98,,Friday,January,bad,6.0
2020-01-25,45.86,42.08,51.98,,Saturday,January,bad,3.0
2020-01-26,48.92,44.06,53.06,,Sunday,January,bad,6.0
2020-01-27,46.4,42.08,51.08,,Monday,January,bad,2.0
2020-01-28,46.94,44.96,51.08,,Tuesday,January,bad,4.0
2020-01-29,46.58,44.06,50.0,,Wednesday,January,bad,1.0
2020-01-30,45.14,42.08,46.94,,Thursday,January,bad,1.0
2020-01-31,54.5,46.94,59.0,,Friday,January,bad,2.0
2020-02-01,47.66,37.94,55.94,,Saturday,February,bad,5.0
2020-02-02,37.58,33.08,44.06,0.0,Sunday,February,bad,3.0
2020-02-03,37.04,33.98,42.08,,Monday,February,bad,6.0
2020-02-04,34.88,30.92,39.92,,Tuesday,February,bad,1.0
2020-02-05,46.4,41.0,50.0,,Wednesday,February,bad,2.0
2020-02-06,47.66,44.96,51.08,,Thursday,February,bad,0.0
2020-02-07,46.94,44.06,51.98,,Friday,February,bad,0.0
2020-02-08,44.6,42.08,46.94,,Saturday,February,bad,0.0
2020-02-09,39.92,33.08,46.94,,Sunday,February,bad,1.0
2020-02-10,40.1,35.06,48.02,0.0,Monday,February,bad,3.0
2020-02-11,40.82,33.98,44.96,0.0,Tuesday,February,bad,0.0
2020-02-12,44.96,42.08,48.02,,Wednesday,February,bad,2.0
2020-02-13,42.62,37.04,46.94,,Thursday,February,bad,2.0
2020-02-14,44.42,42.08,48.92,,Friday,February,bad,2.0
2020-02-15,44.06,41.0,46.94,,Saturday,February,bad,0.0
2020-02-16,42.8,39.92,48.02,,Sunday,February,bad,3.0
2020-02-17,40.82,35.06,48.02,,Monday,February,bad,1.0
2020-02-18,38.3,30.02,46.94,0.0,Tuesday,February,bad,1.0
2020-02-19,42.08,28.94,55.94,0.0,Wednesday,February,bad,3.0
2020-02-20,43.7,32.0,55.04,0.0,Thursday,February,bad,0.0
2020-02-21,42.44,32.0,55.04,0.0,Friday,February,bad,0.0
2020-02-22,43.34,39.02,46.94,0.0,Saturday,February,bad,2.0
2020-02-23,44.24,39.02,48.92,,Sunday,February,bad,0.0
2020-02-24,43.16,39.02,48.02,0.0,Monday,February,bad,0.0
2020-02-25,43.16,33.98,51.08,,Tuesday,February,bad,0.0
2020-02-26,46.4,42.98,53.06,0.0,Wednesday,February,bad,0.0
2020-02-27,46.22,37.94,57.02,0.0,Thursday,February,bad,0.0
2020-02-28,42.08,35.96,50.0,,Friday,February,bad,3.0
2020-02-29,42.62,35.06,48.02,,Saturday,February,bad,3.0
2020-03-01,40.46,32.0,46.94,,Sunday,March,bad,0.0
2020-03-02,45.32,42.08,48.92,,Monday,March,bad,0.0
2020-03-03,48.56,46.04,51.98,,Tuesday,March,bad,1.0
2020-03-04,46.22,42.08,53.06,0.0,Wednesday,March,bad,3.0
2020-03-05,46.04,37.04,55.94,,Thursday,March,bad,4.0
2020-03-06,41.54,39.02,42.98,,Friday,March,bad,0.0
2020-03-07,41.36,39.02,44.06,,Saturday,March,bad,8.0
2020-03-08,,,,,Sunday,March,bad,5.0
2020-03-09,38.48,28.94,50.0,0.0,Monday,March,bad,3.0
2020-03-10,42.8,33.08,51.08,0.0,Tuesday,March,bad,2.0
2020-03-11,46.04,39.92,50.0,,Wednesday,March,bad,2.0
2020-03-12,42.08,37.04,48.92,0.0,Thursday,March,bad,0.0
2020-03-13,38.3,35.96,42.98,,Friday,March,bad,0.0
2020-03-14,38.48,33.98,42.98,0.0,Saturday,March,bad,4.0
2020-03-15,38.3,32.0,46.04,0.0,Sunday,March,bad,0.0
2020-03-16,44.24,35.96,53.06,0.0,Monday,March,bad,0.0
2020-03-17,41.72,30.92,53.06,0.0,Tuesday,March,bad,0.0
2020-03-18,43.52,33.08,55.94,0.0,Wednesday,March,bad,0.0
2020-03-19,45.86,33.98,59.0,0.0,Thursday,March,bad,0.0
2020-03-20,48.02,35.96,60.98,0.0,Friday,March,bad,0.0
2020-03-21,46.4,39.92,55.04,0.0,Saturday,March,bad,0.0
2020-03-22,45.68,35.06,57.92,0.0,Sunday,March,bad,0.0
2020-03-23,44.96,42.08,48.02,,Monday,March,bad,0.0
2020-03-24,43.52,41.0,48.92,,Tuesday,March,bad,0.0
2020-03-25,42.26,37.04,50.0,,Wednesday,March,bad,2.0
2020-03-26,43.34,37.04,48.02,,Thursday,March,bad,3.0
2020-03-27,46.58,42.98,50.0,,Friday,March,bad,5.0
2020-03-28,49.46,44.96,55.04,,Saturday,March,bad,3.0
2020-03-29,48.74,44.96,53.96,,Sunday,March,bad,6.0
2020-03-30,45.14,41.0,50.0,,Monday,March,bad,6.0
2020-03-31,43.16,39.92,50.0,,Tuesday,March,bad,7.0
2020-04-01,43.34,39.92,50.0,,Wednesday,April,bad,2.0
2020-04-02,,,,0.0,Thursday,April,bad,0.0
2020-04-03,43.16,39.02,48.92,0.0,Friday,April,bad,0.0
2020-04-04,43.7,33.98,53.06,0.0,Saturday,April,bad,0.0
2020-04-05,47.84,44.06,53.06,0.0,Sunday,April,bad,0.0
2020-04-06,49.28,37.94,60.08,0.0,Monday,April,bad,2.0
2020-04-07,47.48,37.94,57.02,0.0,Tuesday,April,bad,1.0
2020-04-08,48.92,35.96,60.98,0.0,Wednesday,April,bad,3.0
2020-04-09,53.24,39.92,66.92,0.0,Thursday,April,good,6.0
2020-04-10,53.96,42.08,66.02,0.0,Friday,April,good,5.0
2020-04-11,50.72,44.96,57.92,0.0,Saturday,April,good,5.0
2020-04-12,47.3,33.98,59.0,0.0,Sunday,April,bad,8.0
2020-04-13,49.1,33.98,62.96,0.0,Monday,April,bad,3.0
2020-04-14,53.06,41.0,64.04,0.0,Tuesday,April,good,1.0
2020-04-15,55.22,50.0,64.04,0.0,Wednesday,April,good,1.0
2020-04-16,54.68,41.0,68.0,0.0,Thursday,April,good,0.0
2020-04-17,54.86,41.0,68.0,0.0,Friday,April,good,2.0
2020-04-18,53.06,50.0,57.02,,Saturday,April,bad,0.0
2020-04-19,55.04,50.0,64.04,0.0,Sunday,April,good,0.0
2020-04-20,55.04,42.98,66.02,0.0,Monday,April,good,0.0
2020-04-21,52.7,48.02,57.92,0.0,Tuesday,April,good,0.0
2020-04-22,51.62,48.92,55.04,,Wednesday,April,bad,0.0
2020-04-23,51.62,46.94,57.92,,Thursday,April,bad,0.0
2020-04-24,53.96,46.94,60.08,,Friday,April,bad,0.0
2020-04-25,55.04,50.0,62.06,,Saturday,April,bad,0.0
2020-04-26,54.5,44.96,62.06,0.3,Sunday,April,good,2.0
2020-04-27,55.22,50.0,62.96,,Monday,April,bad,1.0
2020-04-28,53.06,44.06,62.06,,Tuesday,April,bad,3.0
2020-04-29,57.74,50.0,69.98,,Wednesday,April,bad,2.0
2020-04-30,53.96,50.0,59.0,0.0,Thursday,April,good,1.0
2020-05-01,54.68,42.08,64.94,,Friday,May,bad,0.0
2020-05-02,,,,,Saturday,May,bad,0.0
2020-05-03,49.64,42.98,57.92,,Sunday,May,bad,0.0
2020-05-04,52.34,39.02,64.94,0.0,Monday,May,good,2.0
2020-05-05,59.72,51.08,69.98,,Tuesday,May,bad,0.0
2020-05-06,54.14,48.92,57.92,,Wednesday,May,bad,0.0
2020-05-07,54.68,41.0,64.94,0.0,Thursday,May,good,0.0
2020-05-08,65.84,50.0,80.96,0.0,Friday,May,good,0.0
2020-05-09,69.44,53.06,86.0,0.0,Saturday,May,good,0.0
2020-05-10,71.6,55.04,87.08,0.0,Sunday,May,good,3.0
2020-05-11,64.04,55.94,75.92,,Monday,May,bad,0.0
2020-05-12,57.38,51.08,66.02,,Tuesday,May,bad,0.0
2020-05-13,57.74,53.06,64.94,,Wednesday,May,bad,1.0
2020-05-14,57.38,50.0,66.02,,Thursday,May,bad,0.0
2020-05-15,59.9,53.06,68.0,,Friday,May,bad,1.0
2020-05-16,57.2,53.06,62.06,,Saturday,May,bad,1.0
2020-05-17,58.1,51.98,66.92,,Sunday,May,bad,0.0
2020-05-18,58.64,51.98,66.92,0.0,Monday,May,good,2.0
2020-05-19,58.1,53.96,64.04,0.0,Tuesday,May,good,4.0
2020-05-20,54.86,51.08,59.0,,Wednesday,May,bad,5.0
2020-05-21,50.9,46.94,55.04,,Thursday,May,bad,6.0
2020-05-22,53.24,46.94,60.98,,Friday,May,bad,1.0
2020-05-23,54.14,48.92,62.06,,Saturday,May,bad,2.0
2020-05-24,59.54,50.0,69.98,0.0,Sunday,May,good,0.0
2020-05-25,58.46,55.04,60.98,,Monday,May,bad,0.0
2020-05-26,56.66,50.0,64.94,0.0,Tuesday,May,good,4.0
2020-05-27,60.62,46.04,73.04,0.0,Wednesday,May,good,1.0
2020-05-28,67.64,55.94,78.98,0.0,Thursday,May,good,3.0
2020-05-29,67.28,60.98,77.0,0.0,Friday,May,good,1.0
2020-05-30,55.22,50.0,60.08,,Saturday,May,bad,4.0
2020-05-31,53.06,48.02,62.06,,Sunday,May,bad,2.0
2020-06-01,57.74,48.02,66.92,0.0,Monday,June,good,7.0
2020-06-02,57.38,48.02,66.92,,Tuesday,June,bad,0.0
2020-06-03,57.56,51.08,66.02,,Wednesday,June,bad,0.0
2020-06-04,59.72,53.96,66.92,,Thursday,June,bad,0.0
2020-06-05,57.38,51.08,64.94,4.8,Friday,June,bad,0.0
2020-06-06,55.76,50.0,62.06,,Saturday,June,bad,0.0
2020-06-07,56.3,51.08,64.04,,Sunday,June,bad,4.0
2020-06-08,58.1,53.06,64.04,0.0,Monday,June,good,0.0
2020-06-09,55.4,51.08,62.06,,Tuesday,June,bad,4.0
2020-06-10,62.24,55.04,71.96,,Wednesday,June,bad,0.0
2020-06-11,63.32,59.0,71.06,,Thursday,June,bad,4.0
2020-06-12,57.56,53.96,62.06,,Friday,June,bad,1.0
2020-06-13,55.76,51.08,62.96,,Saturday,June,bad,0.0
2020-06-14,57.92,51.08,66.92,0.0,Sunday,June,good,4.0
2020-06-15,56.66,53.06,60.08,,Monday,June,bad,2.0
2020-06-16,57.02,51.08,66.02,,Tuesday,June,bad,1.0
2020-06-17,60.98,50.0,71.96,0.0,Wednesday,June,good,0.0
2020-06-18,64.4,53.06,75.02,0.0,Thursday,June,good,3.0
2020-06-19,68.0,55.04,80.06,0.0,Friday,June,good,0.0
2020-06-20,66.74,62.96,73.94,,Saturday,June,bad,4.0
2020-06-21,63.86,59.0,69.98,0.0,Sunday,June,good,0.0
2020-06-22,65.12,53.06,77.0,0.0,Monday,June,good,0.0
2020-06-23,69.62,60.08,80.06,0.0,Tuesday,June,good,0.0
2020-06-24,68.54,62.96,75.92,0.0,Wednesday,June,good,0.0
2020-06-25,68.54,60.08,78.98,0.0,Thursday,June,good,1.0
2020-06-26,69.26,59.0,80.96,0.0,Friday,June,good,0.0
2020-06-27,59.36,55.94,64.04,,Saturday,June,bad,2.0
2020-06-28,59.54,51.98,69.08,,Sunday,June,bad,3.0
2020-06-29,61.7,53.96,71.96,,Monday,June,bad,1.0
2020-06-30,59.72,53.96,66.02,,Tuesday,June,bad,0.0
2020-07-01,59.0,55.04,64.94,,Wednesday,July,bad,1.0
2020-07-02,60.08,55.94,66.02,0.0,Thursday,July,good,6.0
2020-07-03,61.16,57.02,66.02,0.0,Friday,July,good,0.0
2020-07-04,61.88,55.04,71.06,0.0,Saturday,July,good,2.0
2020-07-05,64.4,53.96,75.02,0.0,Sunday,July,good,0.0
2020-07-06,63.14,55.04,71.06,0.0,Monday,July,good,0.0
2020-07-07,61.88,57.92,66.92,,Tuesday,July,bad,2.0
2020-07-08,64.22,57.92,71.96,0.0,Wednesday,July,good,0.0
2020-07-09,64.04,60.08,73.04,,Thursday,July,bad,2.0
2020-07-10,64.4,57.02,73.94,0.0,Friday,July,good,1.0
2020-07-11,62.24,53.96,69.08,,Saturday,July,bad,1.0
2020-07-12,63.32,57.92,69.98,0.0,Sunday,July,good,9.0
2020-07-13,64.4,55.04,73.94,0.0,Monday,July,good,0.0
2020-07-14,66.74,51.98,78.98,0.0,Tuesday,July,good,0.0
2020-07-15,69.98,55.94,82.04,0.0,Wednesday,July,good,3.0
2020-07-16,69.26,60.08,77.0,0.0,Thursday,July,good,0.0
2020-07-17,63.14,57.92,69.08,,Friday,July,bad,0.0
2020-07-18,67.46,53.96,78.08,0.0,Saturday,July,good,0.0
2020-07-19,70.88,57.92,82.04,0.0,Sunday,July,good,0.0
2020-07-20,73.4,60.08,84.92,0.0,Monday,July,good,0.0
2020-07-21,72.5,64.94,80.96,0.0,Tuesday,July,good,0.0
2020-07-22,65.48,60.08,71.96,,Wednesday,July,bad,0.0
2020-07-23,63.5,59.0,66.92,0.0,Thursday,July,good,0.0
2020-07-24,63.32,57.92,69.98,0.0,Friday,July,good,0.0
2020-07-25,66.38,57.02,75.92,0.0,Saturday,July,good,0.0
2020-07-26,72.14,59.0,86.0,0.0,Sunday,July,good,1.0
2020-07-27,76.82,60.98,93.02,0.0,Monday,July,good,0.0
2020-07-28,71.24,60.98,80.06,0.0,Tuesday,July,good,0.0
2020-07-29,71.96,59.0,84.92,0.0,Wednesday,July,good,0.0
2020-07-30,76.1,64.94,87.98,0.0,Thursday,July,good,0.0
2020-07-31,73.22,66.02,82.94,,Friday,July,bad,0.0
2020-08-01,66.74,60.98,75.92,0.0,Saturday,August,good,0.0
2020-08-02,69.44,57.02,80.96,0.0,Sunday,August,good,0.0
2020-08-03,69.98,60.08,80.06,0.0,Monday,August,good,0.0
2020-08-04,71.96,64.04,82.04,0.0,Tuesday,August,good,0.0
2020-08-05,70.88,60.08,80.96,0.0,Wednesday,August,good,0.0
2020-08-06,62.6,57.02,68.0,,Thursday,August,bad,0.0
2020-08-07,65.84,60.08,73.94,,Friday,August,bad,4.0
2020-08-08,63.14,59.0,69.08,,Saturday,August,bad,0.0
2020-08-09,64.76,51.08,75.92,0.0,Sunday,August,good,7.0
2020-08-10,68.0,55.04,80.06,0.0,Monday,August,good,2.0
2020-08-11,66.38,60.08,73.94,0.0,Tuesday,August,good,0.0
2020-08-12,62.06,55.94,69.98,0.0,Wednesday,August,good,0.0
2020-08-13,62.78,50.0,73.94,0.0,Thursday,August,good,0.0
2020-08-14,66.92,51.98,78.98,0.0,Friday,August,good,3.0
2020-08-15,72.5,59.0,86.0,0.0,Saturday,August,good,1.0
2020-08-16,79.34,62.06,96.98,0.0,Sunday,August,good,9.0
2020-08-17,76.64,66.92,89.06,0.0,Monday,August,good,8.0
2020-08-18,71.06,64.04,80.96,0.0,Tuesday,August,good,7.0
2020-08-19,71.24,59.0,84.02,0.0,Wednesday,August,good,3.0
2020-08-20,71.6,64.04,80.06,,Thursday,August,bad,13.0
2020-08-21,68.18,64.04,71.96,,Friday,August,bad,5.0
2020-08-22,66.2,60.08,73.94,,Saturday,August,bad,13.0
2020-08-23,64.94,51.98,75.92,0.0,Sunday,August,good,3.0
2020-08-24,65.84,53.96,73.94,0.0,Monday,August,good,2.0
2020-08-25,65.48,51.98,77.0,0.0,Tuesday,August,good,0.0
2020-08-26,65.84,53.06,75.92,0.0,Wednesday,August,good,0.0
2020-08-27,66.74,53.06,78.98,0.0,Thursday,August,good,0.0
2020-08-28,66.56,53.96,78.08,0.0,Friday,August,good,3.0
2020-08-29,65.3,60.08,71.06,0.0,Saturday,August,good,0.0
2020-08-30,62.06,50.0,73.94,,Sunday,August,bad,0.0
2020-08-31,62.24,55.04,69.98,,Monday,August,bad,1.0
2020-09-01,69.44,59.0,80.06,0.0,Tuesday,September,good,4.0
2020-09-02,69.44,59.0,80.06,0.0,Wednesday,September,good,1.0
2020-09-03,70.34,59.0,82.04,0.0,Thursday,September,good,2.0
2020-09-04,69.8,57.02,82.94,0.0,Friday,September,good,0.0
2020-09-05,65.3,60.08,73.04,0.0,Saturday,September,good,4.0
2020-09-06,67.64,59.0,78.98,0.0,Sunday,September,good,0.0
2020-09-07,71.06,62.06,82.94,0.0,Monday,September,good,0.0
2020-09-08,71.96,64.94,82.04,0.0,Tuesday,September,good,6.0
2020-09-09,71.42,53.96,87.98,0.0,Wednesday,September,good,0.0
2020-09-10,72.86,57.02,89.96,0.0,Thursday,September,good,0.0
2020-09-11,65.66,55.94,75.92,0.0,Friday,September,good,0.0
2020-09-12,57.2,53.06,62.06,0.0,Saturday,September,good,14.0
2020-09-13,57.92,50.0,66.92,0.0,Sunday,September,good,0.0
2020-09-14,63.32,57.92,69.98,,Monday,September,bad,2.0
2020-09-15,67.64,62.06,77.0,,Tuesday,September,bad,8.0
2020-09-16,66.56,62.96,73.04,0.0,Wednesday,September,good,1.0
2020-09-17,65.66,59.0,73.94,0.0,Thursday,September,good,2.0
2020-09-18,64.04,62.06,68.0,,Friday,September,bad,1.0
2020-09-19,64.04,60.08,71.96,,Saturday,September,bad,3.0
2020-09-20,63.14,57.92,71.06,,Sunday,September,bad,0.0
2020-09-21,61.7,53.06,71.06,,Monday,September,bad,1.0
2020-09-22,65.3,60.98,71.96,,Tuesday,September,bad,3.0
2020-09-23,61.16,59.0,62.96,,Wednesday,September,bad,3.0
2020-09-24,61.34,59.0,66.02,,Thursday,September,bad,0.0
2020-09-25,58.64,55.04,62.96,,Friday,September,bad,0.0
2020-09-26,58.46,53.96,64.94,,Saturday,September,bad,2.0
2020-09-27,59.54,51.98,68.0,0.0,Sunday,September,good,4.0
2020-09-28,61.7,50.0,73.94,0.0,Monday,September,good,2.0
2020-09-29,64.04,55.94,78.08,0.0,Tuesday,September,good,3.0
2020-09-30,62.06,53.96,73.04,0.0,Wednesday,September,good,3.0
2020-10-01,60.8,55.04,69.98,0.0,Thursday,October,good,6.0
2020-10-02,60.8,53.96,73.04,0.0,Friday,October,good,0.0
2020-10-03,57.38,53.96,60.98,0.0,Saturday,October,good,3.0
2020-10-04,59.0,55.94,62.06,0.0,Sunday,October,good,3.0
2020-10-05,61.16,57.02,68.0,0.0,Monday,October,good,2.0
2020-10-06,60.98,53.06,71.96,0.0,Tuesday,October,good,2.0
2020-10-07,59.0,53.96,64.04,0.0,Wednesday,October,good,10.0
2020-10-08,61.16,57.92,66.92,0.0,Thursday,October,good,6.0
2020-10-09,62.6,59.0,68.0,,Friday,October,bad,6.0
2020-10-10,57.92,55.04,62.06,,Saturday,October,bad,5.0
2020-10-11,54.86,51.98,60.08,,Sunday,October,bad,0.0
2020-10-12,56.84,53.06,62.06,,Monday,October,bad,3.0
2020-10-13,56.66,48.92,62.96,,Tuesday,October,bad,0.0
2020-10-14,56.12,53.06,62.06,0.0,Wednesday,October,good,1.0
2020-10-15,53.06,44.06,60.98,0.0,Thursday,October,good,0.0
2020-10-16,58.64,51.08,64.04,,Friday,October,bad,3.0
2020-10-17,55.22,53.06,59.0,,Saturday,October,bad,2.0
2020-10-18,58.1,53.06,64.04,,Sunday,October,bad,0.0
2020-10-19,55.22,51.08,59.0,,Monday,October,bad,0.0
2020-10-20,52.52,48.02,59.0,0.0,Tuesday,October,good,5.0
2020-10-21,47.48,42.98,51.98,,Wednesday,October,bad,3.0
2020-10-22,44.78,37.94,53.06,0.0,Thursday,October,bad,2.0
2020-10-23,44.24,39.02,50.0,,Friday,October,bad,0.0
2020-10-24,45.68,42.08,50.0,,Saturday,October,bad,1.0
